ID	Value
PBAD8001	ਖਾਦਾਂ:\N_NN ਇਨ੍ਹਾਂ\DM_DMD ਫ਼ਸਲਾਂ\N_NN ਵਾਸਤੇ\N_NN ਇੱਕ\QT_QTF ਏਕੜ\N_NN ਪਿੱਛੇ\N_NN 15\N_NN ਟਨ\N_NN ਰੂੜੀ\N_NN ਦੀ\PSP ਖਾਦ\N_NN ,\RD_PUNC 25\N_NN ਕਿਲੋ\N_NN ਨਾਈਟ੍ਰੋਜਨ\N_NN ਅਤੇ\CC_CCD 12\N_NN ਕਿਲੋ\N_NN ਫ਼ਾਸਫ਼ੋਰਸ\N_NN ਵਰਤੋ\V_VM ।\RD_PUNC
PBAD8002	ਗਾਜਰਾਂ\N_NN ਵਾਸਤੇ\PSP ਇਨ੍ਹਾਂ\DM_DMD ਖਾਦਾਂ\N_NN ਤੋਂ\PSP ਬਿਨਾਂ\PSP 30\N_NN ਕਿਲੋ\N_NN ਪੋਟਾਸ਼\N_NN ਪ੍ਰਤੀ\N_NN ਏਕੜ\N_NN ਦੇ\PSP ਹਿਸਾਬ\N_NN ਨਾਲ\PSP ਹੋਰ\N_NN ਪਾਉਣ\V_VM ਦੀ\PSP ਜ਼ਰੂਰਤ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD8003	ਸਾਰੀ\JJ ਦੀ\PSP ਸਾਰੀ\JJ ਖਾਦ\N_NN ਬਿਜਾਈ\V_VM ਸਮੇਂ\N_NN ਪਾ\DM_DMQ ਦਿਉ\V_VM_VF ।\RD_PUNC
PBAD8004	ਪੋਟਾਸ਼\N_NN ਨਾ\RP_NEG ਪਾਈ\V_VM ਜਾਏ\V_VM_VF ਤਾਂ\PSP ਗਾਜਰਾਂ\N_NN ਦਾ\PSP ਰੰਗ\N_NN ਚੰਗਾ\JJ ਨਹੀਂ\RP_NEG ਬਣਦਾ\V_VM_VF ।\RD_PUNC
PBAD8005	ਇਨ੍ਹਾਂ\DM_DMD ਫ਼ਸਲਾਂ\N_NN ਨੂੰ\PSP ਕੱਚੀ\JJ ਰੂੜੀ\N_NN ਦੀ\PSP ਖਾਦ\N_NN ਬਿਲਕੁਲ\JJ ਨਹੀਂ\RP_NEG ਪਾਉਣੀ\V_VM ।\RD_PUNC
PBAD8006	ਪਾਣੀ\N_NN :\RD_PUNC ਬਿਜਾਈ\N_NN ਤੋਂ\PSP ਫੌਰਨ\N_NN ਬਾਅਦ\JJ ਪਹਿਲਾ\QT_QTO ਪਾਣੀ\N_NN ਲਾਉ\V_VM ।\RD_PUNC
PBAD8007	ਬਾਅਦ\RB ਵਿੱਚ\CC_CCD ਗਰਮੀਆਂ\N_NN ਵਿੱਚ\CC_CCD 6-7\QT_QTF ਦਿਨ\N_NN ਅਤੇ\CC_CCD ਸਰਦੀਆਂ\N_NN ਵਿੱਚ\CC_CCD 10-12\N_NN ਦਿਨ\N_NN ਦੇ\PSP ਵਕਫ਼ੇ\V_VM ਤੇ\N_NN ਜ਼ਮੀਨ\N_NN ਦੀ\PSP ਕਿਸਮ\N_NN ਮੁਤਾਬਕ\V_VM ਸਿੰਚਾਈ\N_NN ਕਰੋ\V_VM_VF ।\RD_PUNC
PBAD8008	ਮੂਲੀ\N_NN ਲਈ\PSP 5-6\QT_QTF ਪਾਣੀ\N_NN ਅਤੇ\CC_CCD ਗਾਜਰ\N_NN ਲਈ\PSP 3-4\QT_QTF ਪਾਣੀਆਂ\N_NN ਦੀ\PSP ਲੋੜ\V_VM ਹੈ\V_VAUX ।\RD_PUNC
PBAD8009	ਲੋੜ\N_NN ਤੋਂ\PSP ਜ਼ਿਆਦਾਂ\RB ਪਾਣੀ\N_NN ਦੇਣ\V_VM ਨਾਲ\PSP ਜੜ੍ਹਾਂ\N_NN ਦੀ\PSP ਸ਼ਕਲ\N_NN ਵਿਗੜ\V_VM ਜਾਂਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD8010	ਗਰਮੀ\N_NN ਰੁੱਤ\N_NN ਦੀ\PSP ਮੂਲੀ\N_NN ਨੂੰ\PSP ਪੁਟੱਣ\V_VM ਤੋਂ\PSP ਪਹਿਲਾਂ\RB ਹਲਕਾ\JJ ਪਾਣੀ\N_NN ਦਿਉ\V_VM_VF ।\RD_PUNC
