ID	Value
PBED3001	ਸਨਮਾਨ\N_NNP ਖ਼ਾਨ\N_NNP ਨਾਲ\PSP ਫ਼ਿਲਮ\N_NN `\RD_PUNC ਕਿੱਕ\N_NNP `\RD_PUNC ਕੀਤੀ\V_VM_VF ਹੈ\V_VAUX |\RD_PUNC
PBED3002	ਇਸ\DM_DMD ਤੋਂ\PSP ਵੱਡਾ\JJ ਤੋਹਫਾ\N_NN ਜੈਕਲਿਨ\N_NNP ਫਰਨਾਂਡਿਜ਼\N_NNP ਲਈ\PSP ਹੋਰ\QT_QTF ਕੀ\DM_DMQ ਹੋ\V_VM ਸਕਦਾ\V_VM_VF ਹੈ\V_VAUX |\RD_PUNC
PBED3003	ਵਿਦੇਸ਼ਣ\JJ ਹੋ\V_VM ਕੇ\RP_RPD ਵੀ\RP_RPD ਸਾਡੇ\PR_PRP ਦੇਸੀ\N_NN ਰੰਗ\N_NN `\RD_PUNC ਚ\PSP ਰੰਗੀ\N_NN ਜਾਣ\V_VM_VNF ਵਾਲੀ\V_VM_VF ਜੈਕਲਿਨ\N_NNP ਨੇ\PSP ਸਲਮਾਨ\N_NNP ਤੋਂ\PSP ਬਹੁਤ\QT_QTF ਕੁਝ\QT_QTF ਸਿੱਖਿਆ\N_NN ਹੈ\V_VAUX |\RD_PUNC
PBED3004	ਤੇ\CC_CCS ਖਾਸ\JJ ਕਰ\V_VM ਸਟੰਟ\N_NN ਐਕਸ਼ਨ\N_NN |\N_NN ਜਿੰਮ,\N_NN ਭਾਰ\N_NN ਚੁੱਕਣਾ\V_VM_VNF ਤੇ\CC_CCD ਯੋਗਾ\N_NN ਸਭ\PR_PRP ਦਾ\PSP ਅਸਰ\N_NN ਹੈ\V_VAUX |\RD_PUNC
PBED3005	ਕਿ\CC_CCS ਉਹ\PR_PRP ਕਾਫ਼ੀ\JJ ਪਤਲੀ\N_NN ਤੇ\CC_CCD ਫਿੱਟ\N_NN ਹੋ\V_VM ਚੁੱਕੀ\V_VM_VF ਹੈ\V_VAUX |\RD_PUNC
PBED3006	ਪੋਲੈਂਡ\N_NNP `\RD_PUNC ਚ\PSP `\RD_PUNC ਕਿੱਕ\N_NNP `\RD_PUNC ਲਈ\PSP ਪਸੀਨਾ\N_NN ਉਸ\PR_PRP ਨੇ\PSP ਹੱਦ\N_NN ਤੋਂ\PSP ਵੱਧ\N_NN ਵਹਾਇਆ\V_VM_VF ਹੈ\V_VAUX |\RD_PUNC
PBED3007	ਸਵੇਰੇ\RB ਲੰਮੀ\N_NN ਸੈਰ\N_NN ,\RD_PUNC ਸਾਈਕਿਲੰਗ\N_NN ਤੇ\CC_CCD ਡੰਡ\N_NN ਬੈਠਕਾਂ\N_NN ਸਭ\PR_PRP ਕੁਝ\QT_QTF ਉਸ\PR_PRP ਨੂੰ\PSP ਕਰਨਾ\V_VM_VF ਪਿਆ\V_VM_VF |\RD_PUNC
PBED3008	ਜੈਕੀ\N_NNP ਲਈ\PSP ਪੋਲੈਂਡ\N_NNP ਵਾਲਾ\V_VM_VF ਇਹ\DM_DMD `\RD_PUNC ਕਿੱਕ\N_NNP `\RD_PUNC ਫ਼ਿਲਮਾਂਕਣ\N_NN ਥਕਾਵਟ\N_NN ਦਾ\PSP ਦੂਜਾ\QT_QTO ਨਾਂਅ\N_NN ਸੀ\V_VAUX |\RD_PUNC
PBED3009	ਐਕਸ਼ਨ\N_NN ਗਰਲ\N_NN ਬਣਨ\V_VM_VNF ਲਈ\PSP ਉੱਖਲੀ\N_NN `\RD_PUNC ਚ\PSP ਸਿਰ\N_NN ਦੇਣਾ\N_NN ਹੀ\RP_RPD ਪੈਣਾ\V_VM_VINF ਸੀ\V_VAUX |\RD_PUNC
PBED3010	`\RD_PUNC ਹਾਊਸਫੁਲ-3\N_NNP `\RD_PUNC ਵੀ\RP_RPD ਮਿਲਣ\V_VM_VNF ਵਾਲੀ\V_VM_VF ਹੈ\V_VAUX |\RD_PUNC
