ID	Value
PBAD6001	ਪੰਜਾਬ\N_NNP ਵਿੱਚ\PSP 2003-2004\QT_QTC ਵਰ੍ਹੇ\N_NN ਦੌਰਾਨ\PSP ਮੂੰਗੀ\N_NN ਦੀ\PSP ਕਾਸ਼ਤ\N_NN 19.0\QT_QTC ਹਜ਼ਾਰ\N_NN ਹੈਕਟਰ\N_NN ਭੂਮੀ\N_NN ਵਿੱਚ\PSP ਕੀਤੀ\V_VM_VF ਗਈ\V_VM_VF ਤੇ\CC_CCD ਇਸ\DM_DMD ਦੀ\PSP ਕੁੱਲ\N_NN ਉਪਜ\N_NN 15.9\QT_QTC ਹਜ਼ਾਰ\N_NN ਟਨ\N_NN ਹੋਈ\V_VM_VF ।\RD_PUNC
PBAD6002	ਇਸ\PR_PRP ਦਾ\PSP ਔਸਤ\N_NN ਝਾੜ\V_VM 838\QT_QTC ਕਿਲੋ\N_NN ਪ੍ਰਤੀ\N_NN ਹੈਕਟਰ\N_NN (\RD_SYM 336\QT_QTC ਕਿਲੋ\N_NN ਪ੍ਰਤੀ\N_NN ਏਕੜ\N_NN )\RD_SYM ਰਿਹਾ\V_VM_VF ।\RD_PUNC
PBAD6003	ਇਸ\PR_PRP ਫਸਲ\N_NN ਲਈ\PSP ਗਰਮ\JJ ਜਲਵਾਯੂ\N_NN ਦੀ\PSP ਲੋੜ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBAD6004	ਇਹ\PR_PRP ਫ਼ਸਲ\N_NN ਹੋਰ\RB ਦਾਲਾਂ\N_NN ਨਾਲੋਂ\PSP ਵਧੇਰੇ\RB ਗਰਮੀ\JJ ਅਤੇ\CC_CCD ਖੁਸ਼ਕੀ\JJ ਸਹਾਰ\N_NN ਸਕਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD6005	ਗਰਮੀ\JJ ਦੀ\PSP ਰੁੱਤ\N_NN ਵਿੱਚ\N_NN ਬੀਜਣ\V_VM ਲਈ\PSP ਵੀ\RP_RPD ਇਹ\PR_PRP ਫ਼ਸਲ\N_NN ਢੁਕਵੀਂ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD6006	ਮੂੰਗੀ\N_NN ਦੀ\PSP ਕਾਸ਼ਤ\N_NN ਲਈ\PSP ਚੰਗੇ\JJ ਜਲ\N_NN ਨਿਕਾਸ\N_NN ਵਾਲੀ\PSP ਭਲ\N_NN ਤੋਂ\PSP ਰੇਤਲੀ\JJ ਭਲ\N_NN ਵਾਲੀ\PSP ਜ਼ਮੀਨ\N_NN ਚੰਗੀ\JJ ਹੁੰਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD6007	ਕਲਰਾਠੀ\N_NN ਜਾਂ\CC_CCD ਸੇਮ\N_NN ਵਾਲੀ\PSP ਜ਼ਮੀਨ\N_NN ਮੂੰਗੀ\N_NN ਲਈ\PSP ਢੁਕਵੀ\JJ ਨਹੀਂ\RP_NEG ।\RD_PUNC
PBAD6008	ਐਸ\RD_RDF ਐਮ\RD_RDF ਐਲ\RD_RDF 668\QT_QTC :\RD_PUNC ਬੂਟੇ\N_NN ਖੜ੍ਹਵੇਂ\N_NN ,\RD_PUNC ਛੋਟੇ\JJ ਕੱਦ\N_NN ਦੇ\PSP ਅਤੇ\CC_CCD ਸਥਿਰ\JJ ਵਾਧੇ\N_NN ਵਾਲੇ\PSP ਹੁੰਦੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBAD6009	ਇਸ\PR_PRP ਕਿਸਮ\N_NN ਨੂੰ\PSP ਫ਼ਲੀਆਂ\N_NN ਗੁੱਛਿਆਂ\N_NN ਵਿੱਚ\PSP ਲੱਗਦੀਆਂ\V_VM_VF ਹਨ\V_VAUX ਜੋ\PR_PRL ਕਿ\CC_CCS ਇਕਸਾਰ\N_NN ਪੱਕਦੀਆਂ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBAD6010	ਹਰ\DM_DMQ ਫ਼ਲੀ\N_NN ਵਿੱਚ\PSP 10\QT_QTC -\RD_PUNC 11\QT_QTC ਦਾਣੇ\N_NN ਹੁੰਦੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
