ID	Value
PBRED6001	ਸਿੱਖ\N_NN ਧਰਮ\N_NN ਦੁਨੀਆ\N_NN ਦਾ\PSP ਮਹਾਨ\N_NN ,\RD_PUNC ਨਿਵੇਕਲਾ\JJ ਅਤੇ\CC_CCD ਵਿਗਿਆਨਕ\N_NN ਧਰਮ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBRED6002	ਇਸ\PR_PRP ਧਰਮ\N_NN ਦੀ\PSP ਨੀਂਹ\N_NN ਸ੍ਰੀ\N_NNP ਗੁਰੂ\N_NNP ਨਾਨਕ\N_NNP ਦੇਵ\N_NNP ਜੀ\RP_INJ ਨੇ\PSP ਰੱਖੀ\V_VM_VF |\RD_PUNC
PBRED6003	ਅਤੇ\CC_CCD ਇਸ\PR_PRP ਨੂੰ\PSP ਬੁਲੰਦ\N_NN ਮਹਿਲ\N_NN ਵਜੋਂ\PSP ਸਥਾਪਿਤ\N_NN ਕਰਨ\V_VM_VF ਲਈ\PSP ਸ੍ਰੀ\N_NNP ਗੁਰੂ\N_NNP ਗੋਬਿੰਦ\N_NNP ਸਿੰਘ\N_NNP ਜੀ\RP_INJ ਨੇ\PSP ਆਪਣੇ\PR_PRF ਪਿਤਾ\N_NN ਸ੍ਰੀ\N_NNP ਗੁਰੂ\N_NNP ਤੇਗ\N_NNP ਬਹਾਦਰ\N_NNP ਜੀ\RP_INJ ,\RD_PUNC ਮਾਤਾ\N_NN ਗੁਜਰੀ\N_NNP ਜੀ\RP_INJ ਤੇ\CC_CCD ਚਾਰੇ\N_NN ਸਪੁੱਤਰਾਂ\N_NN ਭਾਵ\N_NN ਸਮੁੱਚੇ\DM_DMQ ਪਰਿਵਾਰ\N_NN ਨੂੰ\PSP ਕੁਰਬਾਨ\N_NN ਕਰ\V_VM ਦਿੱਤਾ\V_VM_VF ।\RD_PUNC
PBRED6004	ਅੰਤ\JJ ਦਸਮ\N_NNP ਪਾਤਸ਼ਾਹ\N_NNP ਜੀ\RP_INJ ਨੇ\PSP ਆਪਣੇ\PR_PRF ਸਵਾਸ\N_NN ਵੀ\RP_RPD ਇਸੇ\DM_DMD ਧਰਮ\N_NN ਲਈ\PSP ਹੀ\RP_RPD ਦੇ\PSP ਦਿੱਤੇ\V_VM_VF ।\RD_PUNC
PBRED6005	ਸ੍ਰੀ\N_NNP ਗੁਰੂ\N_NNP ਗੋਬਿੰਦ\N_NNP ਸਿੰਘ\N_NNP ਜੀ\RP_INJ ਵਰਗਾ\PSP ਧਰਮ\N_NN ਤੇ\CC_CCD ਮਨੁੱਖਤਾ\N_NN ਦਾ\PSP ਬੇਜੋੜ\N_NN ਉਪਾਸ਼ਕ\N_NN ਸਮੁੱਚੇ\DM_DMQ ਵਿਸ਼ਵ\N_NN ਇਤਿਹਾਸ\N_NN ਵਿਚ\PSP ਨਾ\RP_NEG ਤਾਂ\CC_CCD ਅੱਜ\N_NN ਤੱਕ\PSP ਪੈਦਾ\V_VM_VF ਹੋਇਆ\V_VM_VF ਹੈ\V_VAUX ਅਤੇ\CC_CCD ਨਾ\RP_NEG ਹੀ\RP_RPD ਸ਼ਾਇਦ\RB ਕਦੇ\RB ਪੈਦਾ\V_VM_VF ਹੋਵੇਗਾ\V_VM_VF ।\RD_PUNC
PBRED6006	ਧਰਮ\N_NN ਤੇ\CC_CCD ਮਾਨਵਤਾ\N_NN ਦੀ\PSP ਰੱਖਿਆ\V_VM_VF ਲਈ\PSP ਹੀ\RP_RPD `\RD_PUNC ਅਕਾਲ\N_NN ਪੁਰਖ\N_NN `\RD_PUNC ਨੇ\PSP ਉਹਨਾਂ\PR_PRP ਨੂੰ\PSP ਇਸ\DM_DMD ਜਗਤ\N_NN ਵਿਚ\PSP ਭੇਜਿਆ\V_VM_VF ਸੀ\V_VAUX :\RD_PUNC
PBRED6007	ਹਮ\PR_PRP ਇਹ\PR_PRP ਕਾਜ\N_NN ਜਗਤ\N_NN ਮੋ\PSP ਆਏ\V_VM_VF ॥\RD_PUNC
PBRED6008	ਧਰਮ\N_NN ਹੇਤ\N_NN ਗੁਰਦੇਵ\N_NN ਪਠਾਏ\V_VM_VF ॥\RD_PUNC
PBRED6009	ਜਹਾਂ\PR_PRL ਤਹਾਂ\N_NN ਤੁਮ\N_NN ਧਰਮ\N_NN ਬਿਥਾਰੋ\V_VM_VF ॥\RD_PUNC
PBRED6010	ਦੁਸਟ\N_NN ਦੋਖੀਯਨਿ\N_NN ਪਕਰਿ\N_NN ਪਛਾਰੋ\V_VM_VF ॥\RD_PUNC
PBRED6011	ਅਦੁੱਤੀ\JJ ਵਿਦਵਾਨ\N_NN ,\RD_PUNC ਵਿਦਵਾਨਾਂ\N_NN ਦੇ\PSP ਕਦਰਦਾਨ\N_NN ਤੇ\CC_CCD ਨੀਚੋਂ\JJ -\RD_PUNC ਊਚ\JJ ਕਰਨ\N_NN ਵਾਲੇ\PSP ਦਸਮ\N_NN ਗੁਰੂ\N_NN ਜੀ\RP_INJ ਦਾ\PSP ਸਾਰਾ\QT_QTF ਜੀਵਨ\N_NN ਹੀ\RP_RPD ਮਹਾਨ\N_NN ਅਤੇ\CC_CCD ਰਾਹ\N_NN ਦਸੇਰਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBRED6012	ਸ੍ਰੀ\N_NNP ਗੁਰੂ\N_NNP ਗੋਬਿੰਦ\N_NNP ਸਿੰਘ\N_NNP ਜੀ\RP_INJ ਦਾ\PSP ਜੀਵਨ\N_NN -\RD_PUNC ਦਰਸ਼ਨ\N_NN ਭਾਈਚਾਰਕ\N_NN ਏਕਤਾ\JJ ਤੇ\CC_CCD ਮਨੁੱਖੀ\N_NN ਅਖੰਡਤਾ\JJ ਦਾ\PSP ਹਾਮੀ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
