ID	Value
PBAD2001	ਪੰਜਾਬ\N_NNP ਵਿਚ\PSP ਸਾਲ\N_NN 2003\QT_QTC -\RD_PUNC 2004\QT_QTC ਵਿਚ\PSP ਮੂੰਗਫਲੀ\N_NN ਦੀ\PSP ਕਾਸ਼ਤ\N_NN 4.4\QT_QTC ਹਜ਼ਾਰ\QT_QTC ਹੈਕਟਰ\N_NN ਭੂਮੀ\N_NN ਵਿਚ\PSP ਕੀਤੀ\V_VM_VF ਗਈ\V_VM_VF ,\RD_PUNC ਇਸਦੀ\PR_PRP ਉਪਜ\N_NN 4\QT_QTC ਹਜ਼ਾਰ\QT_QTC ਟਨ\N_NN ਹੋਈ\V_VM_VF |\RD_PUNC
PBAD2002	ਇਸ\PR_PRP ਫ਼ਸਲ\N_NN ਦਾ\PSP ਝਾੜ\N_NN ਜ਼ਿਆਦਾਤਰ\JJ ਮੌਸਮ\N_NN ਉੱਪਰ\RB ਨਿਰਭਰ\N_NN ਕਰਦਾ\V_VM_VF ਹੈ\V_VAUX ,\RD_PUNC ਮੂੰਗਫਲੀ\N_NN ਦਾ\PSP ਝਾੜ\N_NN ਪੰਜਾਬ\N_NNP ਵਿਚ\PSP 905\QT_QTC ਕਿਲੋ\N_NN ਪ੍ਰਤੀ\PSP ਹੈਕਟਰ\N_NN (\RD_SYM 362\QT_QTC ਕਿਲੋ\N_NN ਪ੍ਰਤੀ\PSP ਏਕੜ\N_NN )\RD_SYM ਹੋਇਆ\V_VM_VF |\RD_PUNC
PBAD2003	ਬਰਾਨੀ\N_NN ਫ਼ਸਲ\N_NN ਲਈ\PSP ਜੁਲਾਈ\N_NNP ,\RD_PUNC ਅਗਸਤ\N_NNP ਅਤੇ\CC_CCD ਸਤੰਬਰ\N_NNP ਦੇ\PSP ਮਹੀਨਿਆਂ\N_NN ਵਿਚ\PSP 50\QT_QTC ਸੈਂਟੀਮੀਟਰ\N_NN ਇਕਸਾਰ\N_NN ਵਰਖਾ\N_NN ਬਹੁਤ\QT_QTF ਜਰੂਰੀ\N_NN ਹੈ\V_VAUX |\RD_PUNC
PBAD2004	ਇੱਕ\QT_QTC ਖੇਤ\N_NN ਵਿਚ\PSP ਹਰ\DM_DMQ ਸਾਲ\N_NN ਲਗਾਤਾਰ\RB ਮੂੰਗਫਲੀ\N_NN ਨਾ\RP_NEG ਬੀਜੋ\V_VM ਕਿਉਂਕਿ\CC_CCS ਇਸ\DM_DMQ ਤਰ੍ਹਾਂ\PSP ਕਰਨ\N_NN ਨਾਲ\PSP ਬਹੁਤ\QT_QTF ਸਾਰੇ\QT_QTF ਰੋਗਾਣੂ\N_NN ਜ਼ਮੀਨ\N_NN ਵਿਚ\PSP ਜਮ੍ਹਾਂ\N_NN ਹੋ\V_VM ਜਾਂਦੇ\V_VM_VF ਹਨ\V_VAUX |\RD_PUNC
PBAD2005	ਇਸ\DM_DMD ਦੀ\PSP ਗਰਮ\JJ ਰੁੱਤ\N_NN ਵਿਚ\PSP ਰੇਤਲੀ\JJ ਅਤੇ\CC_CCD ਭਲ\JJ ਵਾਲੀਆਂ\PSP ਜ਼ਮੀਨਾਂ\N_NN ਵਿਚ\PSP ਸੇਂਜੂ\N_NN ਹਾਲਤਾਂ\N_NN ਵਿਚ\PSP ਬੀਜਣ\V_VM_VF ਦੀ\PSP ਸਿਫ਼ਾਰਸ਼\N_NN ਕੀਤੀ\V_VM_VF ਜਾਂਦੀ\V_VM_VF ਹੈ\V_VAUX |\RD_PUNC
PBAD2006	ਐਮ\N_NNP 522\QT_QTC :\RD_PUNC ਇਸ\PR_PRP ਦਾ\PSP ਔਸਤ\N_NN ਝਾੜ\N_NN 9\QT_QTC ਕੁਇੰਟਲ\N_NN ਪ੍ਰਤੀ\PSP ਏਕੜ\N_NN ਹੈ\V_VAUX ,\RD_PUNC ਗੱਠੀਆਂ\N_NN ਦਰਮਿਆਨੇ\JJ ਮੋਟੇ\JJ ਅਕਾਰ\N_NN ਦੀਆਂ\PSP ਹਨ\V_VAUX ,\RD_PUNC ਜਿਨ੍ਹਾਂ\PR_PRL ਵਿਚ\PSP ਜ਼ਿਆਦਾਤਰ\RB ਦੋ\QT_QTC ਗਿਰੀਆਂ\N_NN ਹੁੰਦੀਆਂ\V_VM_VF ਹਨ\V_VAUX |\RD_PUNC
PBAD2007	ਐਸ\N_NNP ਜੀ\N_NNP 84\QT_QTC :\RD_PUNC ਇਸ\PR_PRP ਵਿੱਚ\PSP ਗਿਰੀਆਂ\N_NN ਦੀ\PSP ਮਾਤਰਾ\N_NN 64\QT_QTC ਪ੍ਰਤੀਸ਼ਤ\N_NN ,\RD_PUNC 100\QT_QTC ਗਿਰੀਆਂ\N_NN ਦਾ\PSP ਭਾਰ\N_NN 49\QT_QTC ਗ੍ਰਾਮ\N_NN ਅਤੇ\CC_CCD ਤੇਲ\N_NN ਦੀ\PSP ਮਾਤਰਾ\N_NN 50\QT_QTC ਪ੍ਰਤੀਸ਼ਤ\N_NN ਹੁੰਦੀ\V_VM_VF ਹੈ\V_VAUX |\RD_PUNC
PBAD2008	ਬਰਾਨੀ\N_NNP ਐਮ\N_NNP 548\N_NN :\RD_PUNC ਇਸ\DM_DMD ਕਿਸਮ\N_NN ਦੀਆਂ\PSP ਗਿਰੀਆਂ\N_NN ਦਾ\PSP ਰੰਗ\N_NN ਲਾਲ\JJ ਹੁੰਦਾ\V_VM_VF ਹੈ\V_VAUX ,\RD_PUNC ਇਹ\DM_DMD ਕਿਸਮ\N_NN 123\QT_QTC ਦਿਨਾਂ\N_NN ਵਿਚ\PSP ਪੱਕ\JJ ਜਾਂਦੀ\V_VM_VF ਹੈ\V_VAUX |\RD_PUNC
PBAD2009	ਬਹਾਰ\N_NN /\N_NN ਗਰਮ\JJ ਰੁੱਤ\N_NN ਦੀ\PSP ਮੂੰਗਫਲੀ\N_NN :\RD_PUNC ਐਸ\N_NNP ਜੀ\N_NNP 84\QT_QTC ਕਿਸਮ\N_NN ਦੀ\PSP ਬਿਜਾਈ\N_NN ,\RD_PUNC ਸੇਂਜੂ\N_NNP ਹਾਲਤਾਂ\N_NN ਵਿੱਚ\PSP ਫਰਵਰੀ\N_NNP ਦੇ\PSP ਦੂਜੇ\QT_QTO ਪੰਦਰ੍ਹਵਾੜੇ\QT_QTO ਵਿੱਚ\PSP ਆਲੂਆਂ\N_NN ,\RD_PUNC ਪਛੇਤੇ\JJ ਤੋਰੀਏ,\N_NNP ਕਮਾਦ\N_NNP ਆਦਿ\RP_CL ਤੋਂ\PSP ਪਿੱਛੋਂ\RB ਕਰਨੀ\V_VM_VF ਚਾਹੀਦੀ\V_VM_VF ਹੈ\V_VAUX ਪਰ\CC_CCD ਵਧੇਰੇ\QT_QTF ਝਾੜ\N_NN ਲੈਣ\V_VM_VF ਲਈ\V_VM_VF ਇਸ\PR_PRP ਕਿਸਮ\N_NN ਦੀ\PSP ਅਤੇ\CC_CCD ਐਸ\N_NNP ਜੀ\N_NNP 99\QT_QTC ਕਿਸਮ\N_NN ਦੀ\PSP ਬਿਜਾਈ\N_NN ਗਰਮੀਆਂ\JJ ਵਿੱਚ\PSP ਅਖੀਰ\RB ਅਪ੍ਰੈਲ\N_NNP ਤੋਂ\PSP ਮਈ\N_NNP ਦੇ\PSP ਪਹਿਲੇ\RB ਹਫ਼ਤੇ\N_NN ਵਿਚਕਾਰ\PSP ਕਰੋ\V_VM_VF |\RD_PUNC
PBAD2010	ਜ਼ਮੀਨ\N_NN ਦੀ\PSP ਤਿਆਰੀ\V_VM_VF :\RD_PUNC ਪਿਛਲੀ\RB ਫ਼ਸਲ\N_NN ਦੀ\PSP ਕਟਾਈ\V_VM_VF ਪਿੱਛੋਂ\RB ਦੋ\QT_QTC ਵਾਰ\N_NN ਵਹਾਈ\N_NN ਕਰਕੇ\V_VM_VF ਖੇਤ\N_NN ਨੂੰ\PSP ਤਿਆਰ\N_NN ਕਰੋ\V_VM_VF ,\RD_PUNC ਜੇ\CC_CCS ਲੋੜ\N_NN ਪਵੇ\V_VM_VF ਤਾਂ\RP_RPD ਤੀਸਰੀ\QT_QTO ਵਹਾਈ\N_NN ਆਖੀਰ\RB ਜੂਨ\N_NNP ਜਾਂ\CC_CCD ਸ਼ੁਰੂ\RB ਜੁਲਾਈ\N_NNP ਵਿੱਚ\PSP ਕਰੋ\V_VM_VF |\RD_PUNC
