ID	Value
PBAD11001	ਵਪਾਰਿਕ\N_NN ਪੱਧਰ\N_NN ਤੇ\PSP ਬਾਗ\N_NN ਲਗਾਉਣ\V_VM ਲਈ,\PSP ਬਿਲਕੁਲ\RB ਸਹੀ\N_NN ਕਿਸਮ\N_NN ਦੇ\PSP ਬੂਟੇ\N_NN ਚਾਹੀਦੇ\N_NN ਹਨ\V_VAUX ਜਿਸ\PR_PRL ਲਈ\PSP ਬਨਸਪਤੀ\N_NN ਢੰਗ\N_NN ਨਾਲ\PSP ਬੂਟੇ\N_NN ਤਿਆਰ\N_NN ਕਰਨਾ\V_VM ਜ਼ਰੂਰੀ\N_NN ਹੈ।\V_VAUX
PBAD11002	ਆਮ\N_NN ਤੌਰ\N_NN ਤੇ\PSP ਲੁਕਾਠ\N_NN ਦੀਆਂ\PSP ਸਥਾਨਕ\N_NN ਵਪਾਰਿਕ\N_NN ਕਿਸਮਾਂ\N_NN ਤੇ\CC_CCD ਉੱਨਤ\N_NN ਕਿਸਮਾਂ\N_NN ਦੀ\PSP ਪਿਉਂਦ\N_NN ਚੜ੍ਹਾ\N_NN ਕੇ\PSP ਬੂਟੇ\N_NN ਤਿਆਰ\N_NN ਕੀਤੇ\N_NN ਜਾਂਦੇ\N_NN ਹਨ।\V_VAUX
PBAD11003	ਜੜ-ਮੁੱਢ\N_NN ਦੀ\PSP ਤਿਆਰੀ:\N_NN ਲੁਕਾਠ\N_NN ਦੇ\PSP ਬੀਜਾਂ\N_NN ਨੂੰ\PSP ਜੇਕਰ\CC_CCS ਫ਼ਲਾਂ\N_NN ਵਿੱਚੋਂ\RB ਕੱਢ\N_NN ਕੇ\PSP ਤੁਰੰਤ\RB ਲਗਾਇਆ\V_VM ਜਾਵੇ\N_NN ਤਾਂ\PSP ਉਹ\PR_PRP ਬੜੀ\N_NN ਤੇਜ਼ੀ\N_NN ਨਾਲ\RB ਉਗਦੇ\N_NN ਹਨ।\V_VAUX
PBAD11004	ਜੇਕਰ\CC_CCS ਇਹ\PR_PRL ਬੀਜ\N_NN ਕੁਝ\JJ ਦੇਰ\RB ਲਈ\PSP ਹਵਾ,\N_NN ਰੌਸ਼ਨੀ,\N_NN ਧੁੱਪ\N_NN ਵਿੱਚ\PSP ਪਏ\N_NN ਰਹਿਣ\N_NN ਤਾਂ\CC_CCS ਇਨ੍ਹਾਂ\N_NN ਦੀ\PSP ਉਗਣ-ਸ਼ਕਤੀ\N_NN ਘਟ\N_NN ਜਾਂਦੀ\N_NN ਹੈ।\V_VAUX
PBAD11005	ਤਾਜ਼ੇ\N_NN ਬੀਜਾਂ\N_NN ਨੂੰ\PSP ਅਪ੍ਰੈਲ-ਮਈ\N_NN ਦੇ\PSP ਮਹੀਨੇ\N_NN ਗਿੱਲੀ\N_NN ਰੇਤ\N_NN ਵਿੱਚ\N_NN ਬੀਜ\N_NN ਦਿੱਤਾ\N_NN ਜਾਂਦਾ\N_NN ਹੈ।\V_VAUX
PBAD11006	ਜਦੋਂ\CC_CCS ਇਨ੍ਹਾਂ\N_NN ਦੀ\PSP ਪਨੀਰੀ\N_NN 4-5\JJ ਸੈਂਟੀਮੀਟਰ\N_NN ਉੱਚੀ\N_NN ਹੋ\V_VAUX ਜਾਂਦੀ\N_NN ਹੈ\V_VAUX ਤਾਂ\CC_CCS ਇਨ੍ਹਾਂ\N_NN ਨੂੰ\PSP ਨਰਸਰੀ\N_NN ਵਿੱਚ\PSP ਲਗਾ\V_VM ਦਿੱਤਾ\V_VM ਜਾਂਦਾ\N_NN ਹੈ।\V_VAUX
PBAD11007	ਇਨਾਰਚਿੰਗ\N_NN :\RD_PUNC ਆਮ\N_NN ਤੌਰ\N_NN ਤੇ\PSP ਲੁਕਾਠ\N_NN ਦੇ\PSP ਪੌਦੇ\N_NN ਤਿਆਰ\N_NN ਕਰਨ\N_NN ਲਈ\PSP ਇਨਾਰਚਿੰਗ\N_NN ਪਿਉਂਦ\N_NN ਕੀਤੀ\N_NN ਜਾਂਦੀ\V_VM ਹੈ।\V_VAUX
PBAD11008	ਇਨਾਰਚਿੰਗ\N_NN ਕਰਨ\V_VM ਲਈ\PSP ਸਭ\N_NN ਤੋਂ\PSP ਵਧੀਆ\JJ ਸਮਾਂ\N_NN ਜੁਲਾਈ-ਅਗਸਤ\N_NNP ਹੁੰਦਾ\N_NN ਹੈ।\V_VAUX
PBAD11009	ਹਵਾਈ-ਗੁੱਟੀ\N_NN ਵੀ\RP_RPD ਇੱਕ\N_NN ਹੋਰ\N_NN ਵਧੀਆ\JJ ਢੰਗ\N_NN ਹੈ\V_VAUX ਪ੍ਰੰਤੂ\CC_CCS ਇਨਾਰਚਿੰਗ\N_NN ਦੇ\PSP ਮੁਕਾਬਲੇ\N_NN ਇਸ\N_NN ਵਿੱਚ\PSP ਘੱਟ\N_NN ਸਫ਼ਲਤਾ\N_NN ਹੈ।\V_VAUX
PBAD11010	ਲੁਕਾਠ\N_NN ਦੇ\PSP ਬੂਟੇ\N_NN ਲਗਾਉਣ\V_VM ਲਈ\PSP ਦੋ\QT_QTC ਮੌਸਮ\N_NN ਹਨ,\N_NN ਫ਼ਰਵਰੀ-ਮਾਰਚ\N_NN ਅਤੇ\CC_CCD ਅਗਸਤ-ਸਤੰਬਰ।\N_NN
