ID	Value
PBRED4001	ਵੇਦ\N_NN ਸ਼ਬਦ\N_NN ਸੰਸਕ੍ਰਿਤ\N_NNP ਦੇ\PSP ਧਾਤੂ\N_NN ਵਿਦ\JJ ਤੋਂ\PSP ਹੋਂਦ\N_NN ਵਿਚ\PSP ਆਇਆ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBRED4002	ਜਿਸ\PR_PRL ਦਾ\PSP ਅਰਥ\N_NN ਹੈ\V_VAUX ਗਿਆਨ\N_NN ।\RD_PUNC
PBRED4003	ਵੈਦਿਕ\N_NN ਧਰਮ\N_NN ਦਾ\PSP ਅਰੰਭ\RB ਵੇਦਾਂ\N_NN ਤੋਂ\PSP ਮੰਨਿਆ\V_VM_VF ਜਾਂਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBRED4004	ਗਿਆਨ\N_NN ਦੀ\PSP ਇਸ\DM_DMR ਪਰੰਪਰਾ\N_NN ਵਿਚ\PSP ਸ਼ਰੁਤੀ\N_NN ਤੇ\CC_CCD ਸਿਮਰਤੀ\N_NN ਦਾ\PSP ਵਿਸ਼ੇਸ\JJ ਯੋਗਦਾਨ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBRED4005	ਸ਼ਰੁਤੀ\N_NN ਦਾ\PSP ਭਾਵ\N_NN ਹੈ\V_VAUX ਸੁਣ\V_VM ਕੇ\V_VM_VNF ਹਾਸਿਲ\N_NN ਕੀਤਾ\V_VM_VF ਗਿਆਨ\N_NN ।\RD_PUNC
PBRED4006	ਸਿਮਰਤੀ\N_NN ਦਾ\PSP ਭਾਵ\N_NN ਹੈ\V_VAUX ਹਾਸਿਲ\N_NN ਕੀਤੇ\V_VM_VF ਗਿਆਨ\N_NN ਨੂੰ\PSP ਸਮਰਨ\N_NN ਜਾਂ\CC_CCD ਯਾਦ\N_NN ਕਰਨਾ\V_VM_VINF ।\RD_PUNC
PBRED4007	ਵੇਦ\N_NN ਕਿਸੇ\DM_DMQ ਵਿਅਕਤੀ\N_NN ਦੀ\PSP ਰਚਨਾਂ\N_NN ਨਹੀਂ\RP_NEG ।\RD_PUNC
PBRED4008	ਇਹ\DM_DMD ਸਭਤੋਂ\JJ ਪੁਰਾਣਾ\N_NN ਵੇਦ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBRED4009	ਇਸ\DM_DMD ਦਾ\PSP ਸਬੰਧ\N_NN ਭਾਰਤ\N_NNP ਵਿਚ\PSP ਆਉਣ\V_VM_VNF ਵਾਲੇ\PSP ਆਰੀਆ\N_NNP ਲੋਕਾਂ\N_NN ਨਾਲ\PSP ਹੈ\V_VAUX ।\RD_PUNC
PBRED4010	ਰਿਗਵੇਦ\N_NNP ਦੇ\PSP 10\QT_QTC ਮੰਡਲ\N_NN ਹਨ\V_VAUX ।\RD_PUNC
PBRED4011	ਇਨ੍ਹਾਂ\DM_DMR ਵਿਚ\PSP 1028\QT_QTC ਸੂਕਤ\N_NN ਹਨ\V_VAUX ।\RD_PUNC
PBRED4012	ਹਰ\QT_QTF ਸੂਕਤ\N_NN ਵਿਚ\PSP 10\QT_QTC ਮੰਤਰ\N_NN ਹਨ\V_VAUX ।\RD_PUNC
PBRED4013	ਇਹਨਾਂ\DM_DMR ਮੰਤਰਾਂ\N_NN ਦੀ\PSP ਰਚਨਾਂ\N_NN ਪੰਜਾਬ\N_NNP ਦੇ\PSP ਦਰਿਆਵਾਂ\N_NN ਦੇ\PSP ਕਿਨਾਰੇ\N_NN ਹੋਈ\V_VM_VF ਮੰਨੀ\N_NN ਜਾਂਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBRED4014	ਵੇਦ\N_NN ਦੈਵੀ\N_NN ਰਚਨਾ\N_NN ਹਨ\V_VAUX ਇਸ\DM_DMD ਲਈ\PSP ਇਹਨਾਂ\DM_DMR ਦੀ\PSP ਆਲੋਚਨਾਂ\N_NN ਨਹੀਂ\RP_NEG ਕੀਤੀ\V_VM_VF ਜਾ\V_VM ਸਕਦੀ\V_VM_VF ।\RD_PUNC
PBRED4015	ਰਿਗਵੇਦ\N_NNP ਦੀ\PSP ਵਿਆਖਿਆ\N_NN ਕਰਮਕਾਂਡ\N_NN ਦੇ\PSP ਅਨੁਕੂਲ\N_NN ਕੀਤੀ\V_VM_VF ਗਈ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
