ID	Value
PBSPD4001	25\QT_QTC ਜੂਨ\N_NNP ਫੀਫਾ\N_NNP ਵਿਸ਼ਵ\N_NNP ਕੱਪ\N_NNP ਦੇ\PSP ਗਰੁੱਪ-ਐਫ਼\N_NN `ਚ\PSP ਖੇਡੇ\V_VM_VF ਗਏ\V_VM_VF ਮੈਚ\N_NN `ਚ\PSP ਇਕ\QT_QTC ਵਾਰ\RB ਫਿਰ\RB ਅਰਜਨਟੀਨਾ\N_NNP ਦੇ\PSP ਸਟਾਰ\JJ ਖਿਡਾਰੀ\N_NN ਲਿਯੋਨਲ\N_NNP ਮੈਸੀ\N_NNP ਆਪਣੀ\PR_PRF ਟੀਮ\N_NN ਦੀ\PSP ਜਿੱਤ\N_NN ਦੇ\PSP ਹੀਰੋ\N_NN ਬਣੇ\V_VM_VINF ।\RD_PUNC
PBSPD4002	ਉਨ੍ਹਾਂ\PR_PRL ਨੇ\PSP ਆਪਣੀ\PR_PRF ਟੀਮ\N_NN ਲਈ\PSP 2\QT_QTC ਗੋਲ\N_NN ਕੀਤੇ\V_VM_VF ,\RD_PUNC ਜਦੋਂ\PR_PRL ਕਿ\CC_CCS ਇਕ\QT_QTC ਗੋਲ\N_NN ਮਾਰਕਸ\N_NNP ਰੋਜੋ\N_NNP ਨੇ\PSP ਕੀਤਾ\V_VM_VF ।\RD_PUNC
PBSPD4003	ਪਹਿਲਾ\QT_QTO ਗੋਲ\N_NN ਮੈਸੀ\N_NNP ਨੇ\PSP ਮੈਚ\N_NN ਦੇ\PSP ਤੀਜੇ\QT_QTO ਮਿੰਟ\N_NN `ਚ\PSP ਕਰਕੇ\V_VM_VNF ਆਪਣੀ\PR_PRF ਟੀਮ\N_NN ਨੂੰ\PSP 1-0\QT_QTC ਦੀ\PSP ਬੜ੍ਹਤ\N_NN ਦਿਵਾ\V_VM_VF ਦਿੱਤੀ\V_VM_VF |\RD_PUNC
PBSPD4004	ਕਿਉਂਕਿ\CC_CCS ਨਾਈਜੀਰੀਆ\N_NNP ਦੇ\PSP ਖਿਡਾਰੀ\N_NN ਅਹਿਮਦ\N_NNP ਮੂਸਾ\N_NNP ਨੇ\PSP ਚੌਥੇ\QT_QTO ਮਿੰਟ\N_NN `ਚ\PSP ਹੀ\RP_RPD ਗੋਲ\N_NN ਕਰਕੇ\V_VM_VNF ਆਪਣੀ\PR_PRF ਟੀਮ\N_NN ਨੂੰ\PSP 1-1\QT_QTC ਦੀ\PSP ਬਰਾਬਰੀ\N_NN `ਤੇ\RB ਲਿਆ\V_VM_VF ਖੜ੍ਹਾ\V_VM ਕੀਤਾ\V_VM_VF ।\RD_PUNC
PBSPD4005	ਇਸ\PR_PRP ਤੋਂ\PSP ਬਾਅਦ\RB ਵੀ\RP_RPD ਅਰਜਨਟੀਨਾ\N_NNP ਵਲੋਂ\PSP ਨਾਈਜੀਰੀਆ\N_NNP `ਤੇ\RB ਲਗਾਤਾਰ\RB ਹਮਲੇ\N_NN ਕੀਤੇ\V_VM_VF ਗਏ\V_VM ।\RD_PUNC
PBSPD4006	ਮੈਚ\N_NN ਦੇ\PSP 45ਵੇਂ\QT_QTO ਮਿੰਟ\N_NN `ਚ\PSP ਅਰਜਨਟੀਨਾ\N_NNP ਨੂੰ\PSP ਮਿਲੀ\V_VM_VF ਫ੍ਰਰੀ\JJ ਕਿੱਕ\N_NN ਨੂੰ\PSP ਫਿਰ\RB ਮੈਸੀ\N_NNP ਨੇ\PSP ਗੋਲ\N_NN `ਚ\PSP ਤਬਦੀਲ\V_VM ਕਰ\V_VM_VNF ਦਿੱਤਾ\V_VM_VF |\RD_PUNC
PBSPD4007	ਮੈਚ\N_NN ਦੌਰਾਨ\RB ਨਾਈਜੀਰੀਆ\N_NNP ਨੇ\PSP ਚੰਗੀ\JJ ਖੇਡ\N_NN ਦਾ\PSP ਪ੍ਰਦਰਸ਼ਨ\N_NN ਕੀਤਾ\V_VM_VF ਤੇ\CC_CCD ਮੈਚ\N_NN ਦੇ\PSP 47ਵੇਂ\QT_QTO ਮਿੰਟ\N_NN `ਚ\PSP ਅਹਿਮਦ\N_NNP ਮੂਸਾ\N_NNP ਨੇ\PSP ਦੂਜਾ\QT_QTO ਗੋਲ\N_NN ਕਰਕੇ\V_VM_VNF ਆਪਣੀ\PR_PRF ਟੀਮ\N_NN ਨੂੰ\PSP ਫਿਰ\RB 2-2\QT_QTC ਨਾਲ\PSP ਅਰਜਨਟੀਨਾ\N_NNP ਦੇ\PSP ਬਰਾਬਰ\RB ਕਰ\V_VM ਦਿੱਤਾ\V_VM_VF ।\RD_PUNC
PBSPD4008	ਮੈਚ\N_NN ਦੇ\PSP 49ਵੇਂ\QT_QTO ਮਿੰਟ\N_NN `ਚ\PSP ਨਾਈਜੀਰੀਆ\N_NNP ਦੇ\PSP ਖਿਡਾਰੀ\N_NN ਕੇਨੀਥ\N_NNP ਨੂੰ\PSP ਪਹਿਲਾ\QT_QTO ਪੀਲਾ\JJ ਕਾਰਡ\N_NN ਦਿਖਾਇਆ\V_VM ਗਿਆ\V_VM_VF ।\RD_PUNC
PBSPD4009	ਮੈਚ\N_NN 50ਵੇਂ\QT_QTO ਮਿੰਟ\N_NN `ਚ\PSP ਅਰਜਨਟੀਨਾ\N_NNP ਦੇ\PSP ਖਿਡਾਰੀ\N_NN ਮਾਰਕਸ\N_NNP ਰੋਜੋ\N_NNP ਨੇ\PSP ਹੈਡਰ\N_NN ਲਗਾ\V_VM_VF ਕੇ\V_VM_VNF ਸ਼ਾਨਦਾਰ\JJ ਗੋਲ\N_NN ਕੀਤਾ\V_VM_VF ਤੇ\CC_CCD ਟੀਮ\N_NN ਨੂੰ\PSP 3-2\QT_QTC ਨਾਲ\PSP ਅੱਗੇ\RB ਕਰ\V_VM ਦਿੱਤਾ\V_VM_VF ।\RD_PUNC
PBSPD4010	ਇਸ\PR_PRP ਤੋਂ\PSP ਬਾਅਦ\RB ਵੀ\RP_RPD ਦੋਹਾਂ\QT_QTC ਟੀਮਾਂ\N_NN ਨੇ\PSP ਗੋਲ\N_NN ਕਰਨ\V_VM_VINF ਦੀ\PSP ਪੂਰੀ\JJ ਕੋਸ਼ਿਸ਼\N_NN ਕੀਤੀ\V_VM_VF ਪਰ\CC_CCS ਕੋਈ\DM_DMQ ਗੋਲ\N_NN ਨਹੀਂ\RP_NEG ਹੋ\V_VM ਸਕਿਆ\V_VM_VF ।\RD_PUNC
