ID	Value
PBRED5001	ਬਾਬਾ\N_NNP ਫਰੀਦ\N_NNP ਜੀ\N_NN ਪ੍ਰਭੂ\N_NN ਦੀ\PSP ਬੰਦਗੀ\N_NN ਲਈ\PSP ਬਿਰਹਾ\JJ ਦੀ\PSP ਅਗਨੀ\N_NN ਨੂੰ\PSP ਮਨ\N_NN ਵਿਚ\PSP ਉਤਪੰਨ\N_NN ਹੋਣ\V_VM_VNF ਨੂੰ\PSP ਸ਼ੁਭ\N_NN ਮੰਨਦੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBRED5002	ਮਨ\N_NN ਤੋਂ\PSP ਵਿਕਾਰਾਂ\N_NN ਦੀ\PSP ਮੈਲ\N_NN ਲਾਹੁਣ\V_VM_VNF ਲਈ\PSP ਅਕਾਲ\JJ ਪੁਰਖ\N_NNP ਦੀ\PSP ਬੰਦਗੀ\N_NN ਦੀ\PSP ਲੋੜ\N_NN ਪੈਂਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBRED5003	ਉਹ\PR_PRP ਆਖਦੇ\N_NN ਹਨ\V_VAUX ਕਿ\CC_CCS ਜੇਕਰ\CC_CCS ਮਨੁੱਖ\N_NN ਸਦਾਚਾਰਕ\N_NN ਗੁਣਾਂ\N_NN ਨੂੰ\PSP ਧਾਰਨ\N_NN ਕਰੇ\V_VM_VF ਤਾਂ\CC_CCD ਕੰਤ\N_NN (\RD_SYM ਪ੍ਰਭੂ\N_NN )\RD_SYM ਵੱਸ\N_NN ਵਿਚ\PSP ਆ\V_VM ਸਕਦਾ\V_VM_VF ਹੈ।\N_NN
PBRED5004	ਗ੍ਰਿਹਸਤੀ\N_NN ਜੀਵਨ\N_NN ਦਾ\PSP ਅਨੰਦ\N_NN ਮਾਣਦੇ\V_VM_VF ਹੋਏ\V_VM_VF ਅੱਲਾਹ\N_NN ਦੀ\PSP ਬੰਦਗੀ\N_NN ਵਿਚ\PSP ਚਿੱਤ\N_NN ਲਾਉਣਾ\V_VM_VINF ਭਾਵੇਂ\N_NN ਕਈ\RB ਵਾਰ\N_NN ਔਖਾ\JJ ਜਾਪਦਾ\N_NN ਹੈ\V_VAUX ਪਰ\CC_CCD ਇਹ\DM_DMD ਅਸੰਭਵ\N_NN ਨਹੀਂ\RP_NEG ਹੁੰਦਾ\V_VM_VF ।\RD_PUNC
PBRED5005	ਬਾਬਾ\N_NN ਜੀ\N_NN ਕਹਿੰਦੇ\V_VM_VF ਹਨ\V_VAUX ਕਿ\CC_CCS ਜਿਹੜੇ\DM_DMR ਦੁਨਿਆਵੀ\N_NN ਪਦਾਰਥਾਂ\N_NN ਵਿਚ\PSP ਖਚਿਤ\N_NN ਹੋ\V_VM ਕੇ\PSP ਪ੍ਰਭੂ\N_NN ਨੂੰ\PSP ਭੁੱਲ\N_NN ਗਏ\V_VM_VF ਉਨ੍ਹਾਂ\DM_DMR ਦਾ\PSP ਜੀਵਨ\N_NN ਸੁੱਕੇ\JJ ਹੋਏ\V_VM_VF ਫੁੱਲਾਂ\N_NN ਦੀ\PSP ਤਰ੍ਹਾਂ\PSP ਹੋ\V_VM_VF ਜਾਂਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBRED5006	ਅਜਿਹੇ\DM_DMR ਮਨੁੱਖ\N_NN ਦੁਨਿਆਵੀ\JJ ਪਦਾਰਥਾਂ\N_NN ਨੂੰ\PSP ਇਕੱਤਰ\N_NN ਕਰਦੇ-ਕਰਦੇ\V_VM_VNG ਕੇਵਲ\RB ਆਪਣੇ\PR_PRF ਆਪ\PR_PRF ਤਕ\N_NN ਹੀ\RP_RPD ਸੀਮਿਤ\N_NN ਹੋ\V_VM ਜਾਂਦੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBRED5007	ਬਾਬਾ\N_NNP ਫਰੀਦ\N_NNP ਜੀ\N_NN ਦੇ\PSP ਸਮੇਂ\N_NN ਸਮਾਜ\N_NN ਜਾਤ-ਪਾਤ\RD_ECH ,\RD_PUNC ਊਚ-ਨੀਚ\N_NN ,\RD_PUNC ਵਰਣ-ਵੰਡ\N_NN ,\RD_PUNC ਆਸ਼ਰਮ-ਵਿਵਸਥਾ\N_NN ਆਦਿ\RP_CL ਵਿਚ\PSP ਵੰਡਿਆ\V_VM_VF ਹੋਇਆ\V_VM_VF ਸੀ\V_VAUX ।\RD_PUNC
PBRED5008	ਭੇਦਭਾਵ\N_NN ਪੈਦਾ\N_NN ਹੋ\V_VM ਜਾਣ\V_VM_VNF ਕਾਰਨ\N_NN ਸਮਾਜ\N_NN ਦੇ\PSP ਵਿਕਾਸ\N_NN ਵਿਚ\PSP ਰੁਕਾਵਟ\N_NN ਪੈਦਾ\N_NN ਹੋ\V_VM ਰਹੀ\V_VM_VF ਸੀ\V_VAUX ।\RD_PUNC
PBRED5009	ਸਮਾਜ\N_NN ਵਿਚ\PSP ਔਰਤਾਂ\N_NN ਦੀ\PSP ਸਥਿਤੀ\N_NN ਵਿਚ\PSP ਪਹਿਲਾਂ\RB ਨਾਲੋਂ\PSP ਕਾਫ਼ੀਸੁਧਾਰ\N_NN ਹੋਇਆ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBRED5010	ਆਰਥਿਕ\N_NN ਸੁਖਾਂ\N_NN ਦੇ\PSP ਪ੍ਰਭਾਵ\N_NN ਕਾਰਨ\N_NN ਬਹੁਤ\N_NN ਸਾਰੀਆਂ\QT_QTF ਤਬਦੀਲੀਆਂ\N_NN ਸਮਾਜ\N_NN ਵਿਚ\PSP ਵੇਖਣ\V_VM_VNF ਨੂੰ\PSP ਮਿਲਦੀਆਂ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
