ID	Value
PBLTD1001	ਘਰ\N_NN ਖੀਵੇ\N_NNP ਦੇ\PSP ਸਾਹਿਬਾਂ\N_NNP ,\RD_PUNC ਜੰਮੀ\V_VM ਮੰਗਲਵਾਰ\N_NN ।\RD_PUNC
PBLTD1002	ਡੂਮ\N_NN ਸੋਹੇਲੇ\N_NN ਗਾਂਵਦੇ\V_VM ,\RD_PUNC ਖਾਨ\N_NNP ਖੀਵੇ\N_NNP ਦੇ\PSP ਬਾਰ\N_NN ।\RD_PUNC
PBLTD1003	ਰੱਜ\N_NN ਦੁਆਈੰ\N_NN ਦਿੱਤੀਆਂ\V_VM_VF ,\RD_PUNC ਸੋਹਣੇ\RB ਪਰਵਾਰ\N_NN ।\RD_PUNC
PBLTD1004	ਰਲ\RB ਤਦਬੀਰਾਂ\N_NN ਬੱਧੀਆਂ\V_VM ,\RD_PUNC ਛੈਲ\JJ ਹੋਈ\V_VM_VF ਮੁਟਿਆਰ\JJ ।\RD_PUNC
PBLTD1005	ਸਾਹਿਬਾਂ\N_NNP ਨਾਲ\PSP ਸਹੇਲੀਆਂ\N_NN ,\RD_PUNC ਕੂੜੀ\N_NN ਰੀਸਕਾਰ\JJ ।\RD_PUNC
PBLTD1006	ਘਰ\N_NN ਵੰਝਲ\N_NNP ਦੇ\PSP ਮਿਰਜ਼ਾ\N_NNP ,\RD_PUNC ਜੰਮਿਆ\V_VM ਕਰੜੇ\JJ ਵਾਰ\N_NN ।\RD_PUNC
PBLTD1007	ਜਨਮ\N_NN ਦਿੱਤਾ\V_VM_VF ਮਾਈ\N_NN ਬਾਪ\N_NN ਨੇ\PSP ,\RD_PUNC ਰੂਪ\N_NN ਦਿੱਤਾ\V_VM_VF ਕਰਤਾਰ\N_NN ।\RD_PUNC
PBLTD1008	ਐਸਾ\RB ਮਿਰਜ਼ਾ\N_NNP ਸੂਰਮਾ\JJ ,\RD_PUNC ਖਰਲਾਂ\N_NNP ਦਾ\PSP ਸਰਦਾਰ\JJ ।\RD_PUNC
PBLTD1009	ਸਾਹਿਬਾਂ\N_NNP ਪੜੇ\V_VM ਪੱਟੀਆਂ\N_NN ,\RD_PUNC ਮਿਰਜ਼ਾ\N_NNP ਪੜੇ\V_VM ਕੁਰਾਨ\N_NNP ।\RD_PUNC
PBLTD1010	ਵਿੱਚ\PSP ਮਸੀਤ\N_NN ਦੇ\PSP ਲੱਗੀਆਂ\V_VM ,\RD_PUNC ਜਾਣੇ\V_VM_VINF ਕੁਲ\RB ਜਹਾਨ\N_NN ।\RD_PUNC
