ID	Value
PBSPD1001	ਭਾਵੇਂ\RB ਅੱਜ\RB ਇੰਡੀਅਨ\N_NNP ਪ੍ਰੀਮੀਅਰ\N_NNP ਲੀਗ\N_NNP (\RD_SYM ਆਈ.\N_NNP ਪੀ.\N_NNP ਐਲ.\N_NNP )\RD_SYM ਦੀ\PSP ਆਲੋਚਨਾ\N_NN ਇੰਡੀਅਨ\N_NNP ਪ੍ਰਿਜ਼ਨ\N_NNP (\RD_SYM ਜੇਲ\N_NN )\RD_SYM ਲੀਗ\N_NNP ਦੇ\PSP ਤੌਰ\RB `ਤੇ\RB ਕੀਤੀ\V_VM_VF ਜਾ\V_VM ਰਹੀ\V_VM_VF ਹੋਵੇ\V_VM_VF ,\RD_PUNC ਪਰ\CC_CCS ਇਸ\PR_PRP ਵਿਚ\PSP ਕੋਈ\DM_DMQ ਦੋ\QT_QTC ਰਾਵਾਂ\N_NN ਨਹੀਂ\RP_NEG ਹਨ\V_VAUX ਕਿ\CC_CCS ਇਹ\PR_PRP ਇਕ\QT_QTC ਬਹੁਤ\QT_QTF ਸਫ਼ਲ\N_NN ਬ੍ਰਾਂਡ\N_NN ਹੈ\V_VAUX ,\RD_PUNC ਜਿਸ\PR_PRL ਨਾਲ\PSP ਖੇਡ\N_NN ,\RD_PUNC ਖਿਡਾਰੀਆਂ\N_NN ,\RD_PUNC ਆਯੋਜਕਾਂ\N_NN ,\RD_PUNC ਪ੍ਰਯੋਜਕਾਂ\N_NN ਅਤੇ\CC_CCD ਸ਼ਾਇਦ\RB ਸੱਟੇਬਾਜ਼ਾਂ\N_NN ਨੂੰ\PSP ਬਹੁਤ\JJ ਲਾਭ\N_NN ਹੋਇਆ\V_VM_VF ਹੈ\V_VAUX |\RD_PUNC
PBSPD1002	ਇਹੀ\DM_DMD ਕਾਰਨ\N_NN ਹੈ\V_VAUX ਕਿ\CC_CCS ਆਈ.\N_NNP ਪੀ.\N_NNP ਐਲ.\N_NNP ਦੀ\PSP ਤਰਜ਼\RB `ਤੇ\RB ਹਾਕੀ\N_NN ,\RD_PUNC ਫੁੱਟਬਾਲ\N_NN ਆਦਿ\RP_CL ਖੇਡਾਂ\N_NN ਵਿਚ\PSP ਵੀ\RP_RPD ਲੀਗ\N_NN ਆਰੰਭ\RB ਕਰਨ\V_VM_VNF ਦੀ\PSP ਕੋਸ਼ਿਸ਼\N_NN ਕੀਤੀ\V_VM_VF ਜਾ\V_VM ਚੁੱਕੀ\V_VM_VF ਹੈ\V_VAUX |\RD_PUNC
PBSPD1003	ਹੁਣ\RB ਪ੍ਰਸਿੱਧ\JJ ਟੈਨਿਸ\N_NN ਖਿਡਾਰੀ\N_NN ਮਹੇਸ਼\N_NNP ਭੂਪਤੀ\N_NNP ਇੰਟਰਨੈਸ਼ਨਲ\N_NNP ਪ੍ਰੀਮੀਅਰ\N_NNP ਟੈਨਿਸ\N_NNP ਲੀਗ\N_NNP (\RD_SYM ਆਈ.\N_NNP ਪੀ.\N_NNP ਟੀ.\N_NNP ਐਲ.\N_NNP )\RD_SYM ਲਿਆਉਣ\V_VM_VNF ਜਾ\V_VM ਰਹੇ\V_VM_VF ਹਨ\V_VAUX ,\RD_PUNC ਜਿਸ\PR_PRL ਬਾਰੇ\PSP ਨੋਵਾਕ\N_NNP ਜੋਕੋਵਿਚ\N_NNP ਦਾ\PSP ਕਹਿਣਾ\V_VM_VF ਹੈ\V_VAUX ,\RD_PUNC ਇਹ\DM_DMD ਕ੍ਰਾਂਤੀਕਾਰੀ\JJ ਵਿਚਾਰ\N_NN ਹੈ\V_VAUX |\RD_PUNC
PBSPD1004	ਇਸ\PR_PRP ਨਾਲ\PSP ਖੇਡ\N_NN (\RD_SYM ਟੈਨਿਸ\N_NN )\RD_SYM ਦੀ\PSP ਦਿਖ\N_NN ਬਦਲ\V_VM ਜਾਵੇਗੀ\V_VM_VF |\RD_PUNC
PBSPD1005	ਸਾਡੇ\PR_PRP ਕੋਲ\PSP ਡੈਵਿਸ\N_NNP ਕੱਪ\N_NNP ਤੇ\CC_CCD ਫੈਡਰੇਸ਼ਨ\N_NNP ਕੱਪ\N_NNP ਦੇ\PSP ਇਲਾਵਾ\RP_NEG ਇਕ\QT_QTC ਹੋਰ\RB ਟੀਮ\N_NN ਪ੍ਰਤੀਯੋਗਤਾ\N_NN ਵਿਚ\PSP ਹਿੱਸਾ\N_NN ਲੈਣ\V_VM_VNF ਦਾ\PSP ਮੌਕਾ\N_NN ਹੋਵੇਗਾ\V_VM_VF |\RD_PUNC
PBSPD1006	ਮੈਂ\PR_PRP ਇਸ\PR_PRP ਵਿਚ\PSP ਹਿੱਸਾ\N_NN ਲੈਣ\V_VM_VNF ਲਈ\PSP ਬੇਰਕਰਾਰ\RB ਹਾਂ\V_VAUX |\RD_PUNC
PBSPD1007	ਹਾਲਾਂਕਿ\CC_CCS ਆਈ.\N_NNP ਪੀ.\N_NNP ਐਲ.\N_NNP ਦੀ\PSP ਤਰ੍ਹਾਂ\PSP ਹਾਕੀ\N_NNP ਲੀਗ\N_NNP ਨੂੰ\PSP ਸਫ਼ਲਤਾ\N_NN ਤੇ\CC_CCD ਸ਼ੁਹਰਤ\JJ ਹਾਸਲ\V_VM ਨਹੀਂ\RP_NEG ਹੋ\V_VM ਸਕੀ\V_VM_VF ਹੈ\V_VAUX ,\RD_PUNC ਪਰ\CC_CCS ਟੈਨਿਸ\N_NNP ਲੀਗ\N_NNP ਦੀ\PSP ਸਫ਼ਲਤਾ\N_NN ਦੇ\PSP ਕਾਰਨ\N_NN ਮਜ਼ਬੂਤ\JJ ਹਨ\V_VAUX |\RD_PUNC
PBSPD1008	ਪਰ\CC_CCS ਭਾਰਤ\N_NNP ਵਿਚ\PSP ਟੈਨਿਸ\N_NN ਦੇ\PSP ਪ੍ਰਤੀ\PSP ਲਗਭਗ\RB ਕ੍ਰਿਕਟ\N_NN ਵਰਗੀ\RB ਹੀ\RP_RPD ਦੀਵਾਨਗੀ\JJ ਹੈ\V_VAUX ,\RD_PUNC ਜਿਸ\PR_PRL ਦਾ\PSP ਸਿਹਰਾ\N_NN ਲਿਏਂਡਰ\N_NNP ਪੇਸ\N_NNP ,\RD_PUNC ਮਹੇਸ਼\N_NNP ਭੂਪਤੀ\N_NNP ,\RD_PUNC ਸਾਨੀਆ\N_NNP ਮਿਰਜ਼ਾ\N_NNP ,\RD_PUNC ਰੋਹਨ\N_NNP ਬੋਪੰਨਾ\N_NNP ਅਤੇ\CC_CCD ਉਨ੍ਹਾਂ\PR_PRL ਤੋਂ\PSP ਪਹਿਲਾਂ\RB ਵਿਜੈ\N_NN ਅੰਮ੍ਰਿਤਰਾਜ\N_NNP ਆਦਿ\RP_CL ਦੀ\PSP ਵਿਅਕਤੀਗਤ\JJ ਸਫ਼ਲਤਾ\N_NN ਨੂੰ\PSP ਦਿੱਤਾ\V_VM_VF ਜਾਣਾ\V_VM_VF ਚਾਹੀਦਾ\V_VM_VF |\RD_PUNC
PBSPD1009	ਇਸ\PR_PRP ਦੇ\PSP ਇਲਾਵਾ\RP_NEG ਟੈਨਿਸ\N_NN ਵਿਚ\PSP ਕੌਮਾਂਤਰੀ\JJ ਗਲੈਮਰ\N_NN ਏਨਾ\RB ਜ਼ਿਆਦਾ\RB ਹੈ\V_VAUX ਕਿ\CC_CCS ਰੋਜਰ\N_NNP ਫੇਡਰਰ\N_NNP ,\RD_PUNC ਰਾਫੇਲ\N_NNP ਨਡਾਲ\N_NNP ,\RD_PUNC ਸ਼ਾਰਾਪੋਵਾ\N_NNP ,\RD_PUNC ਸੇਰੇਨਾ\N_NNP ਵਿਲੀਅਮਸ\N_NNP ਆਦਿ\RP_CL ਨੂੰ\PSP ਖੇਡਦੇ\V_VM_VF ਹੋਏ\V_VM_VF ਹਰ\QT_QTF ਭਾਰਤੀ\N_NNP ਦੇਖਣਾ\V_VM_VF ਚਾਹੁੰਦਾ\V_VM_VF ਹੈ\V_VAUX |\RD_PUNC
PBSPD1010	ਇਸ\PR_PRP ਲਈ\PSP ਗ੍ਰੈਂਡਸਲੇਮ\N_NNP ਤੇ\N_NN ਹੋਰ\RB ਟੈਨਿਸ\N_NN ਮੁਕਾਬਲਿਆਂ\N_NN ਦਾ\PSP ਭਾਰਤ\N_NNP ਵਿਚ\PSP ਵੀ\RP_RPD ਸਿੱਧਾ\JJ ਪ੍ਰਸਾਰਨ\N_NN ਕੀਤਾ\V_VM_VF ਜਾਂਦਾ\V_VM_VF ਹੈ\V_VAUX |\RD_PUNC
