ID	Value
PBAD12001	ਬੈਂਗਣਾਂ\N_NN ਨੂੰ\PSP ਵਧਣ\V_VM ਫੁੱਲਣ\V_VM_VF ਲਈ\PSP ਲੰਮੇ\N_NN ਅਤੇ\CC_CCD ਗਰਮ\JJ ਮੌਸਮ\N_NN ਦੀ\PSP ਲੋੜ\JJ ਹੈ\V_VAUX ।\RD_PUNC
PBAD12002	ਬਹੁਤਾ\RB ਕੋਰਾ\N_NN ਪੈਣ\V_VM ਨਾਲ\CC_CCD ਇਸ\DM_DMD ਦੇ\PSP ਪੌਦੇ\N_NN ਮਰ\JJ ਜਾਂਦੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBAD12003	ਕੜਕਦੀ\JJ ਠੰਢ\N_NN ਵੀ\RP_RPD ਜੇ\CC_CCD ਲਗਾਤਾਰ\RB ਕਾਫ਼ੀ\JJ ਚਿਰ\N_NN ਪੈਂਦੀ\V_VM_VF ਰਹੇ\V_VM_VF ਤਾਂ\RP_RPD ਵੀ\RP_RPD ਫ਼ਸਲ\N_NN ਨੂੰ\PSP ਕਾਫੀ\JJ ਨੁਕਸਾਨ\JJ ਪਹੁੰਚਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD12004	ਇਸ\DM_DMD ਦੀ\PSP ਕਾਸ਼ਤ\N_NN ਲਈ\PSP ਚੰਗੇ\JJ ਜਲ\N_NN ਨਿਕਾਸ\N_NN ਵਾਲੀ\PSP ਜ਼ਰਖੇਜ\N_NN ਜ਼ਮੀਨ\N_NN ਯੋਗ\JJ ਹੁੰਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD12005	ਇਸ\DM_DMD ਦੇ\PSP ਪੌਦੇ\N_NN ਸਖਤਜਾਨ\N_NN ਹੁੰਦੇ\V_VM_VF ਹਨ\V_VAUX ਅਤੇ\CC_CCD ਕਈ\PR_PRQ ਤਰ੍ਹਾਂ\PSP ਦੀ\PSP ਜ਼ਮੀਨ\N_NN ਵਿਚ\PSP ਹੋ\V_VM ਸਕਦੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBAD12006	ਪਰ\CC_CCD ਰੇਹ\N_NN ਰਲੀ\V_VM_VF ਮੈਰਾ\N_NNP ਜਾਂ\CC_CCD ਚੀਕਨੀ\N_NNP ਮੈਰਾ\N_NNP ਜ਼ਮੀਨ\N_NN ਇਸ\DM_DMD ਲਈ\PSP ਸਭ\DM_DMQ ਤੋਂ\PSP ਢੁੱਕਵੀਂ\JJ ਹੈ\V_VAUX ।\RD_PUNC
PBAD12007	ਜੇ\CC_CCD ਜ਼ਮੀਨ\N_NN ਕੁਦਰਤੀ\N_NN ਤੌਰ\PSP ਤੇ\PSP ਉਪਜਾਊ\JJ ਨਾ\RP_NEG ਹੋਵੇ\V_VM_VF ਤਾਂ\CC_CCD ਉਸ\PR_PRP ਵਿਚ\PSP ਰੂੜੀ\N_NN ਅਤੇ\CC_CCD ਰਸਾਇਣਕ\N_NN ਖਾਦਾਂ\N_NN ਪਾਉਣੀਆਂ\V_VM_VNF ਚਾਹੀਦੀਆਂ\V_VM_VNF ਹਨ\V_VAUX ।\RD_PUNC
PBAD12008	ਉੱਨਤ\JJ ਕਿਸਮਾਂ\N_NN /\RD_PUNC ਹਾਈਬ੍ਰਿਡ\N_NN 1.\QT_QTC ਗੋਲ\JJ ਬੈਂਗਣ\N_NN ਪੰਜਾਬ\N_NNP ਨੀਲਮ\N_NN (\RD_PUNC 1998\QT_QTC )\RD_PUNC :\RD_PUNC ਇਹ\DM_DMD ਕਿਸਮ\N_NN ਪਨੀਰੀ\N_NN ਪੁੱਟ\V_VM ਕੇ\V_VM_VNF ਲਾਉਣ\V_VM_VF 65\QT_QTC ਦਿਨਾਂ\N_NN ਬਾਅਦ\RB ਫ਼ਲ\N_NN ਦੇਣ\V_VM ਲਈ\PSP ਤਿਆਰ\V_VM_VF ਹੋ\V_VM ਜਾਂਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD12009	ਇਸ\DM_DMD ਕਿਸਮ\N_NN ਦੇ\PSP ਬੂਟੇ\N_NN ਦਰਮਿਆਨੇ\JJ ਉੱਚੇ\JJ ,\RD_PUNC ਸਿੱਧੇ\JJ ਅਤੇ\CC_CCD ਕੰਡੇ\JJ ਰਹਿਤ\N_NN ਹੁੰਦੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBAD12010	ਇਸ\DM_DMD ਦਾ\PSP ਪਤਰਾਲ\N_NN ਹਰਾ\JJ ਹੁੰਦਾ\V_VM_VF ਹੈ\V_VAUX ਜੋ\CC_CCD ਜਾਮਨੀ\JJ ਭਾਅ\N_NN ਮਾਰਦਾ\V_VM_VF ਹੈ\V_VAUX ,\RD_PUNC ਫ਼ਲ\RP_CL ਅੰਡੇ\RP_INTF ਵਰਗੇ\PSP ਗੋਲ\RB ,\RD_PUNC ਦਰਮਿਆਨੇ\JJ ਆਕਾਰ\N_NN ਦੇ\PSP ਅਤੇ\CC_CCD ਚਮਕੀਲੇ\JJ ਗੂੜ੍ਹੇ\JJ ਜਾਮਨੀ\JJ ਰੰਗ\N_NN ਦੇ\PSP ਹੁੰਦੇ\V_VM_VF ਹਨ\V_VAUX
PBAD12011	ਇਹ\DM_DMD ਕਿਸਮ\N_NN ਫ਼ਰਵਰੀ\N_NN ਅਤੇ\CC_CCD ਅਗਸਤ\N_NN ਵਿਚ\PSP ਲਾਉਣ\V_VM ਲਈ\PSP ਢੁੱਕਵੀਂ\JJ ਹੈ\V_VAUX ।\RD_PUNC
PBAD12012	ਇਹ\DM_DMD ਕਿਸਮ\N_NN 140\QT_QTC ਕੁਇੰਟਲ\N_NN ਪ੍ਰਤੀ\N_NN ਏਕੜ\N_NN ਝਾੜ\JJ ਦਿੰਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD12013	2.\QT_QTC ਲੰਬੂਤਰੇ\JJ ਬੈਂਗਣ\N_NN :\RD_PUNC ਬੀ\N_NN ਐਚ-2\N_NN (\RD_PUNC 1994\QT_QTC )\RD_PUNC ਇਸ\DM_DMD ਕਿਸਮ\N_NN ਦੇ\PSP ਪੱਤੇ\N_NN ਹਰੇ\JJ ਰੰਗ\N_NN ਦੇ\PSP ਅਤੇ\CC_CCD ਜਾਮਨੀ\JJ ਭਾਅ\N_NN ਮਾਰਦੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
