ID	Value
PBRED1001	“\RD_PUNC ਆਪੇ\PR_PRF ਹਰਿ\N_NN ਇਕ\QT_QTC ਰੰਗੁ\N_NN ਹੈ\V_VAUX ਆਪੇ\N_NN ਬਹੁ\JJ ਰੰਗੀ\N_NN ॥\RD_PUNC ”\RD_PUNC
PBRED1002	ਸ੍ਰੀ\RP_INJ ਗੁਰੂ\N_NNP ਨਾਨਕ\N_NNP ਦੇਵ\N_NNP ਜੀ\RP_INJ ਅਤੇ\CC_CCD ਉਨ੍ਹਾਂ\PR_PRP ਦੇ\PSP ਉਤਰਾਧਿਕਾਰੀ\N_NN ਗੁਰੂ\N_NN ਸਾਹਿਬਾਨ\N_NN ਨੇ\PSP ਇਸੇ\DM_DMD ਵਿਚਾਰਧਾਰਾ\N_NN ਅਨੁਸਾਰ\RB ਅਮਲੀ\N_NN ਰੂਪ\N_NN ਵਿਚ\PSP ਜੀਵਨ\N_NN ਬਤੀਤ\V_VM ਕਰ\V_VM ਕੇ\V_VM_VNF ਸਮਾਜ\N_NN ਸਾਹਮਣੇ\N_NN ਇਕ\QT_QTC ਮਿਸਾਲ\N_NN “\RD_PUNC ਰੋਲ\N_NN ਮਾਡਲ\N_NN ”\RD_PUNC ਪੇਸ਼\V_VM ਕੀਤਾ\V_VM_VF ।\RD_PUNC
PBRED1003	ਸ੍ਰੀ\RP_INJ ਗੁਰੂ\N_NNP ਨਾਨਕ\N_NNP ਦੇਵ\N_NNP ਜੀ\RP_INJ ਨੇ\PSP ਮਾਇਆ\N_NN ਵੱਲੋਂ\PSP ਫੈਲਾਏ\V_VM_VF ਭਰਮ\N_NN -\RD_PUNC ਜਾਲ\N_NN ਦੇ\PSP ਅੰਧਕਾਰ\N_NN ਵਿੱਚੋਂ\PSP ਕੱਢ\V_VM ਕੇ\V_VM_VNF ਜੀਵ\N_NN -\RD_PUNC ਆਤਮਾ\N_NN ਨੂੰ\PSP ਪ੍ਰਭੂ\N_NN ਨਾਲ\PSP ਪੁਨਰ\N_NN -\RD_PUNC ਮਿਲਾਪ\N_NN ਲਈ\PSP ਰੋਸ਼ਨੀ\N_NN ਦਿੱਤੀ\V_VM_VF ।\RD_PUNC
PBRED1004	ਜਪੁਜੀ\N_NNP ਸਾਹਿਬ\N_NNP ਦੇ\PSP ਅਰੰਭ\N_NN ਤੋਂ\PSP ਪਹਿਲਾਂ\RB ਜੋ\DM_DMR ਮੂਲ\N_NN -\RD_PUNC ਮੰਤਰ\N_NN ਉਚਾਰਿਆ\V_VM_VF ਗਿਆ\V_VM_VF ਹੈ\V_VAUX ,\RD_PUNC ਉਸ\PR_PRP ਵਿਚ\N_NNP ਸ੍ਰੀ\RP_INJ ਗੁਰੂ\N_NNP ਨਾਨਕ\N_NNP ਦੇਵ\N_NNP ਜੀ\RP_INJ ਨੇ\PSP ਪਰਮ\N_NN -\RD_PUNC ਤੱਤ\N_NN ਪਰਮਾਤਮਾ\N_NN ,\RD_PUNC ਪਾਰਬ੍ਰਹਮ\N_NN -\RD_PUNC ਪਰਮੇਸ਼ਰ\N_NN ,\RD_PUNC ਅੱਲਾਹ\N_NN ,\RD_PUNC ਖੁਦਾ\N_NN ,\RD_PUNC ਵਾਹਿਗੁਰੂ\N_NN ,\RD_PUNC ਅਕਾਲ\N_NN -\RD_PUNC ਪੁਰਖ\N_NN ਦਾ\PSP ਸਰੂਪ\N_NN ਚਿਤਰਿਆ\V_VM_VF ਹੈ\V_VAUX ਅਤੇ\CC_CCD ਉਸ\PR_PRP ਨਾਲ\PSP ਆਤਮਾ\N_NN ਦੇ\PSP ਪੁਨਰ\N_NN -\RD_PUNC ਮਿਲਾਪ\N_NN ਲਈ\PSP “\N_NN ਗੁਰ\N_NNP ਪ੍ਰਸਾਦਿ\N_NNP ”\N_NN ਲਿਖਿਆ\V_VM_VF ਹੈ\V_VAUX ਭਾਵ\N_NN ਪੁਨਰਮਿਲਾਪ\N_NN ਸਤਿਗੁਰੂ\N_NN (\RD_PUNC ਸੱਚੇ\JJ ਗੁਰੂ\N_NN )\RD_PUNC ਦੀ\PSP ਨਦਰ\N_NN ,\RD_PUNC ਕਿਰਪਾ\JJ -\RD_PUNC ਦ੍ਰਿਸ਼ਟੀ\N_NN ,\RD_PUNC ਮਿਹਰ\N_NN ਦੁਆਰਾ\RB ਹੀ\RP_RPD ਸੰਭਵ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBRED1005	ਸ੍ਰੀ\RP_INJ ਗੁਰੂ\N_NNP ਨਾਨਕ\N_NNP ਦੇਵ\N_NNP ਜੀ\RP_INJ ਇਸ\DM_DMD ਮਹੱਤਵਪੂਰਨ\JJ ਵਿਸਮਾਦੀ\N_NN ਰਹੱਸ\N_NN ਨੂੰ\PSP ਹੋਰ\JJ ਸਪਸ਼ਟ\N_NN ਕਰਦੇ\V_VM_VF ਹਨ\V_VAUX ,\RD_PUNC “\RD_PUNC ਗੁਰ\N_NN ਪੂਰੇ\JJ ਵਿਣੁ\N_NN ਮੁਕਤਿ\N_NN ਨ\RP_NEG ਹੋਈ\V_VM_VF ਸਚੁ\JJ ਨਾਮੁ\N_NN ਜਪਿ\V_VM ਲਾਹਾ\N_NN ਹੇ\V_VAUX ॥\RD_PUNC ”\RD_PUNC
PBRED1006	ਸ੍ਰੀ\RP_INJ ਗੁਰੂ\N_NNP ਨਾਨਕ\N_NNP ਦੇਵ\N_NNP ਜੀ\RP_INJ ਸਮੇਤ\PSP ਦਸ\QT_QTC ਗੁਰੂ\N_NN ਸਾਹਿਬਾਨ\N_NN ਗੁਰਗੱਦੀ\N_NN ਉੱਤੇ\PSP ਬਿਰਾਜਮਾਨ\N_NN ਰਹੇ\V_VM_VF ਅਤੇ\CC_CCD 239\QT_QTC ਸਾਲ\N_NN ਅਮਲੀ\N_NN ਤੌਰ\N_NN ’\RD_PUNC ਤੇ\PSP ਸਿੱਖ\N_NN ਧਰਮ\N_NN ਦੀ\PSP ਅਗਵਾਈ\N_NN ਕਰਦੇ\V_VM_VF ਰਹੇ\V_VM_VF ਅਤੇ\CC_CCD ਸੰਸਾਰ\N_NN ਨੂੰ\PSP ਸਰਬਾਂਗੀ\N_NN ਰੋਸ਼ਨੀ\N_NN ਬਖਸ਼ਦੇ\V_VM_VF ਰਹੇ\V_VM_VF ।\RD_PUNC
PBRED1007	ਸ੍ਰੀ\RP_INJ ਅੰਮ੍ਰਿਤਸਰ\N_NNP ,\RD_PUNC ਤਰਨਤਾਰਨ\N_NNP ਸਾਹਿਬ\N_NNP ,\RD_PUNC ਗੋਇੰਦਵਾਲ\N_NNP ਸਾਹਿਬ\N_NNP ,\RD_PUNC ਕਰਤਾਰਪੁਰ\N_NNP ਸਾਹਿਬ\N_NNP ,\RD_PUNC ਕੀਰਤਪੁਰ\N_NNP ਸਾਹਿਬ\N_NNP ਅਤੇ\CC_CCD ਸ੍ਰੀ\RP_INJ ਅਨੰਦਪੁਰ\N_NNP ਸਾਹਿਬ\N_NNP ਆਦਿ\RP_CL ਨਗਰ\N_NN ਗੁਰੂ\N_NN ਸਾਹਿਬਾਨ\N_NN ਦੇ\PSP ਹੀ\RP_RPD ਵਸਾਏ\V_VM_VF ਹੋਏ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBRED1008	ਸ੍ਰੀ\RP_INJ ਅੰਮ੍ਰਿਤਸਰ\N_NNP ਜਿਸ\PR_PRL ਦਾ\PSP ਸ਼ਾਬਦਿਕ\N_NN ਅਰਥ\N_NN ਹੈ\V_VAUX ਅੰਮ੍ਰਿਤ\N_NN ਦਾ\PSP ਸਰੋਵਰ\N_NN ,\RD_PUNC ਅੰਮ੍ਰਿਤ\N_NN ਦਾ\PSP ਕੁੰਡ\N_NN ,\RD_PUNC ਅਥਵਾ\CC_CCD ਅੰਮ੍ਰਿਤ\N_NN ਦਾ\PSP ਤਲਾਬ\N_NN ।\RD_PUNC
PBRED1009	ਇਸੇ\DM_DMD ਅੰਮ੍ਰਿਤ\N_NN ਸਰੋਵਰ\N_NN ਦੇ\PSP ਨਾਮ\N_NN ਤੋਂ\PSP ਹੀ\RP_RPD ਨਗਰ\N_NN ਦਾ\PSP ਨਾਮ\N_NN ‘\RD_PUNC ਅੰਮ੍ਰਿਤਸਰ\N_NNP ’\RD_PUNC ਪ੍ਰਸਿੱਧ\JJ ਹੋਇਆ\V_VM_VF ।\RD_PUNC
PBRED1010	ਇਹ\DM_DMD ਨਗਰ\N_NN ਆਪਣੀਆਂ\PR_PRF ਧਾਰਮਿਕ\JJ ਰਵਾਇਤਾਂ\N_NN ,\RD_PUNC ਸਹਿਨਸ਼ੀਲਤਾ\JJ ਅਤੇ\CC_CCD ਕੌਮੀ\JJ ਵਿਰਸੇ\N_NN ਕਰਕੇ\V_VM_VNF ਸਮੁੱਚੇ\JJ ਦੇਸ਼\N_NN ਦਾ\PSP ਇਕ\QT_QTC ਮਹਾਨ\JJ ਨਗਰ\N_NN ਹੈ\V_VAUX ਜਿਸ\PR_PRL ਦੀ\PSP ਨੀਂਹ\N_NN ,\RD_PUNC ਚੌਥੇ\QT_QTO ਗੁਰੂ\N_NN ਸ੍ਰੀ\RP_INJ ਗੁਰੂ\N_NNP ਰਾਮਦਾਸ\N_NNP ਜੀ\RP_INJ ਨੇ\PSP 1577\QT_QTC ਈ\N_NN :\RD_PUNC ਵਿਚ\PSP ਆਪਣੇ\PR_PRF ਕਰ\N_NN -\RD_PUNC ਕਮਲਾਂ\N_NN ਨਾਲ\PSP ਰੱਖੀ\V_VM_VF ਸੀ\V_VAUX ।\RD_PUNC
PBRED1011	ਸ੍ਰੀ\RP_INJ ਗੁਰੂ\N_NNP ਰਾਮਦਾਸ\N_NNP ਜੀ\RP_INJ ਦੁਆਰਾ\PSP ਅਰੰਭੇ\N_NN ਕਾਰਜ\N_NN ਕਰਕੇ\V_VM_VNF ਇਹ\DM_DMD ਨਗਰ\N_NN ਜਲਦੀ\RB ਹੀ\RP_RPD ਸਿੱਖ\N_NN ਧਰਮ\N_NN ਦਾ\PSP ਕੇਂਦਰ\N_NN ਅਤੇ\CC_CCD ਪੰਜਾਬ\N_NNP ਦਾ\PSP ਸਭ\DM_DMQ ਤੋਂ\PSP ਪ੍ਰਸਿੱਧ\JJ ਨਗਰ\N_NN ਬਣ\V_VM ਗਿਆ\V_VM_VF ।\RD_PUNC
PBRED1012	ਸ੍ਰੀ\RP_INJ ਗੁਰੂ\N_NNP ਅਰਜਨ\N_NNP ਦੇਵ\N_NNP ਜੀ\RP_INJ ਨੇ\PSP ਅੰਮ੍ਰਿਤ\N_NN ਸਰੋਵਰ\N_NN ਦੇ\PSP ਵਿਚਕਾਰ\RB ਸ੍ਰੀ\RP_INJ ਹਰਿਮੰਦਰ\N_NNP ਸਾਹਿਬ\N_NNP ਦੀ\PSP ਸਥਾਪਨਾ\N_NN ਕੀਤੀ\V_VM_VF ।\RD_PUNC
PBRED1013	ਸ੍ਰੀ\RP_INJ ਹਰਿਮੰਦਰ\N_NNP ਸਾਹਿਬ\N_NNP ਦੀ\PSP ਮੁਢਲੀ\JJ ਇਮਾਰਤ\N_NN 1601\QT_QTC ਈ\N_NN :\RD_PUNC ਵਿਚ\PSP ਬਣ\V_VM ਕੇ\V_VM_VNF ਤਿਆਰ\N_NN ਹੋ\V_VM ਗਈ\V_VM_VF ਸੀ\V_VAUX ।\RD_PUNC
PBRED1014	1604\QT_QTC ਈ\N_NN :\RD_PUNC ਵਿਚ\PSP ਸ੍ਰੀ\RP_INJ ਹਰਿਮੰਦਰ\N_NNP ਸਾਹਿਬ\N_NNP ਵਿਖੇ\PSP ਸ੍ਰੀ\RP_INJ ਗੁਰੂ\N_NNP ਗ੍ਰੰਥ\N_NNP ਸਾਹਿਬ\N_NNP ਜੀ\RP_INJ ਦਾ\PSP ਪਹਿਲਾ\QT_QTO ਪ੍ਰਕਾਸ਼\N_NN ਕੀਤਾ\V_VM_VF ਗਿਆ\V_VM_VF ।\RD_PUNC
PBRED1015	ਸ੍ਰੀ\RP_INJ ਹਰਿਮੰਦਰ\N_NNP ਸਾਹਿਬ\N_NNP ਦੇ\PSP ਚਾਰ\QT_QTC ਦਰਵਾਜ਼ੇ\N_NN ਰੱਖੇ\V_VM_VF ਗਏ\V_VM_VF ਜਿਸ\PR_PRL ਦਾ\PSP ਭਾਵ\N_NN ਸੀ\V_VAUX ਕਿ\CC_CCS ਰੱਬ\N_NN ਦਾ\PSP ਇਹ\PR_PRP ਘਰ\N_NN ਹਰ\JJ ਜਾਤ\N_NN ,\RD_PUNC ਹਰ\JJ ਧਰਮ\N_NN ਤੇ\CC_CCD ਹਰ\JJ ਨਸਲ\N_NN ਦੇ\PSP ਬੰਦੇ\N_NN ਲਈ\PSP ਸਦਾ\RB ਖੁੱਲ੍ਹਾ\JJ ਹੈ\V_VAUX ।\RD_PUNC
