ID	Value
PBAD13001	ਪੋਪਲਰ\N_NN :\RD_PUNC ਅੱਧ\JJ ਜਨਵਰੀ\N_NN ਤੋਂ\PSP ਫਰਵਰੀ\N_NN ਦੇ\PSP ਅੰਤ\RB ਤੱਕ\PSP ਪਾਪਲਰ\N_NN ਨੂੰ\PSP ਖਾਲਾਂ\N_NN ਵਿਚ\PSP ਲਗਾ\V_VM ਦਿਉ\V_VM_VF ।\RD_PUNC
PBAD13002	ਬਲਾਕ\N_NN ਪਲਾਂਟੇਸ਼ਨਾਂ\N_NN ਵਿਚ\PSP ਪੌਦੇ\N_NN 5x4\QT_QTF ਮੀਟਰ\N_NN ਜਾਂ\CC_CCD 8x2\QT_QTF ਮੀਟਰ\N_NN ਦੇ\PSP ਫਾਸਲੇ\N_NN ਅਤੇ\CC_CCD ਇਕੱਲੀ\RB ਕਤਾਰ\N_NN (ਉੱਤਰ-ਦੱਖਣ\N_NN ਦੀ\PSP ਦਿਸ਼ਾ)ਵਿਚ\PSP 3\QT_QTF ਮੀਟਰ\N_NN ਦੇ\PSP ਫਾਸਲੇ\N_NN ਤੇ\N_NN ਲਾ\V_VM ਦਿਉ\V_VM_VF ।\RD_PUNC
PBAD13003	ਪਾਪਲਰ\N_NN ਦੇ\PSP ਕਲੋਨ\N_NN ਨੰ.ਪੀ\N_NN ਐਲ-1,ਪੀ\N_NN ਐਲ-2,ਪੀ\N_NN ਐਲ-3,ਪੀ\N_NN ਐਲ-4,ਪੀ.ਐਲ-5,ਐਲ-47/88\N_NN ਅਤੇ\CC_CCD ਐਲ\N_NN -48/88\QT_QTF ਅਤੇ\CC_CCD ਐਲ-48/89\N_NN ਨੂੰ\PSP ਕੇਂਦਰੀ\JJ ਇਲਾਕਿਆਂ\N_NN ਵਿਚ\PSP ਅਤੇ\CC_CCD ਪੀ\N_NN ਐਲ-3,ਪੀ\N_NN ਐਲ-6,ਅਤੇ\N_NN ਪੀ\N_NN ਅੇਲ-7,ਐਲ-48/89\N_NN ਨੂੰ\PSP ਦੱਖਣ-ਪੱਛਮੀ\JJ ਇਲਾਕਿਆਂ\N_NN ਵਿਚ\PSP ਉਗਾਉਣ\V_VM ਦੀ\PSP ਸਿਫ਼ਾਰਿਸ਼\V_VM ਕੀਤੀ\V_VM_VNF ਜਾਂਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD13004	ਔਗਰ\N_NN ਦੀ\PSP ਮਦਦ\N_NN ਨਾਲ\PSP 15-20\QT_QTF ਸੈਂਟੀਮੀਟਰ\N_NN ਡਾਇਆਮੀਟਰ\N_NN ਦਾ\PSP ਇਕ\QT_QTC ਮੀਟਰ\N_NN ਡੂੰਘਾ\JJ ਟੋਇਆ\N_NN ਪੁੱਟ\V_VM ਦਿਉ\V_VM_VF ।\RD_PUNC
PBAD13005	ਟੋਏ\N_NN ਦੀ\PSP ਡੂੰਘਾਈ\JJ ਭਾਰੀਆਂ\JJ ਜ਼ਮੀਨਾਂ\N_NN ਵਿਚ\PSP 75\QT_QTF ਸੈਂਟੀਮੀਟਰ\N_NN ਅਤੇ\CC_CCD ਹਲਕੀਆਂ\JJ ਜ਼ਮੀਨਾਂ\N_NN ਵਿਚ\PSP 100\QT_QTF ਸੈਂਟੀਮੀਟਰ\N_NN ਹੋਣੀ\V_VM ਚਾਹੀਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD13006	ਪੌਦਿਆਂ\N_NN ਨੂੰ\PSP ਲਗਾਉਣ\V_VM ਤੋਂ\PSP ਪਹਿਲਾਂ\RB 48\QT_QTF ਘੰਟਿਆਂ\N_NN ਲਈ\PSP ਵਗਦੇ\JJ ਅਤੇ\CC_CCD ਸਾਫ਼\JJ ਪਾਣੀ\N_NN ਵਿਚ\PSP ਭਿਉਂ\V_VM ਦਿਉ\V_VM_VF ।\RD_PUNC
PBAD13007	ਪੌਦੇ\N_NN ਦਾ\PSP ਹੇਠਲਾ\RB ਇਕ\QT_QTC ਮੀਟਰ\N_NN ਹਿੱਸਾ\N_NN 0.25%\QT_QTF ਏਮੀਸਾਨ\N_NN ਦੇ\PSP ਘੋਲ(250ਮਿ:ਲਿ:\N_NN ਦਵਾਈ\N_NN ਨੂੰ\PSP 100\QT_QTF ਲਿਟਰ\N_NN ਪਾਣੀ)ਨਾਲ\PSP 10\QT_QTF ਮਿੰਟਾਂ\N_NN ਲਈ\PSP ਬਾਅਦ\RB ਵਿਚ\PSP 2.5%\QT_QTF ਏਮੀਸਾਨ\N_NN ਦੇ\PSP ਘੋਲ(250\QT_QTF ਮਿ:ਲਿ:ਦਵਾਈ\N_NN ਪ੍ਰਤੀ\N_NN 100\QT_QTF ਲਿਟਰ\N_NN ਪਾਣੀ)ਵਿਚ\PSP 20\QT_QTF ਮਿੰਟਾਂ\N_NN ਲਈ\PSP ਸੋਧ\V_VM ਦਿਉ\V_VM_VF ।\RD_PUNC
PBAD13008	ਪੌਦਾ\N_NN ਲਾਉਣ\V_VM ਤੋਂ\PSP ਬਾਅਦ\RB ਟੋਏ\N_NN ਨੂੰ\PSP ਰੂੜੀ\N_NN ਦੀ\PSP ਖਾਦ\N_NN ਅਤੇ\CC_CCD ਟੋਏ\N_NN ਵਿਚ\PSP ਦੀ\PSP ਉੱਪਰਲੀ\RB ਮਿੱਟੀ\N_NN ਦੇ\PSP (1:1)\QT_QTF ਮਿਕਦਾਰ\N_NN ਨਾਲ\N_NN 10-20\QT_QTF ਗ੍ਰਾਮ\N_NN ਲਿੰਡੇਨ\N_NN 20\QT_QTF ਤਾਕਤ\N_NN ਧੂੜਾ\N_NN ਅਤੇ\CC_CCD 50\QT_QTF ਗ੍ਰਾਮ\N_NN ਸਿੰਗਲ\N_NN ਸੁਪਰਫਾਸਫੇਟ\N_NN ਪਾ\V_VM ਕੇ\V_VM_VNF ਭਰ\V_VM ਦਿਉ\V_VM_VF ।\RD_PUNC
PBAD13009	ਸਫ਼ੈਦਾ\N_NN :\RD_PUNC ਲੱਕੜ\N_NN ਦੇ\PSP ਚੰਗੇ\JJ ਮੰਡੀਕਰਨ\N_NN ਵਾਸਤੇ\PSP ਸਖ਼ੈਦੇ\N_NN ਦੇ\PSP ਰੁੱਖਾਂ\N_NN ਨੂੰ\PSP ਲੱਕੜ\N_NN ਲਈ\PSP 12-15\QT_QTF ਸਾਲ\N_NN ਦੀ\PSP ਉਮਰ\N_NN ਤੇ\PSP ਕੱਟਣਾ\V_VM ਚਾਹੀਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD13010	ਜਦੋਂ\PR_PRL ਰੁੱਖਾਂ\N_NN ਦਾ\PSP ਲਪੇਟ\N_NN 1.0\QT_QTF ਤੋਂ\PSP 1.5\QT_QTF ਮੀਟਰ\N_NN (\RD_SYM ਛਾਤੀ\N_NN ਦੀ\PSP ਉਚਾਈ\N_NN ਜਾਂ\CC_CCD 1.40\QT_QTF ਮੀਟਰ\N_NN ਧਰਤੀ\N_NN ਤੋਂ\PSP ਉੱਤੇ\RB )\RD_SYM ਹੋ\V_VM ਜਾਵੇ\V_VM ।\RD_PUNC
PBAD13011	ਸਫ਼ੈਦੇ\N_NN ਦੀ\PSP ਲੱਕੜ\N_NN ਪੇਪਰ\N_NN ,\RD_PUNC ਪੱਲਪ\N_NN ਅਤੇ\CC_CCD ਬੱਲੀਆਂ\N_NN ਲਈ\PSP ਵਰਤਣੀ\V_VM ਹੋਵੇ\V_VM_VF ਤਾਂ\PSP ਰੁੱਖਾਂ\N_NN ਨੂੰ\PSP 7\QT_QTF ਸਾਲ\N_NN ਦੀ\PSP ਉਮਰ\N_NN ਤੋਂ\PSP ਬਾਅਦ\RB ਕੱਟਣਾ\V_VM ਚਾਹੀਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD13012	ਜਦੋਂ\PR_PRL ਰੁੱਖਾਂ\N_NN ਦੀ\PSP ਲਪੇਟ\N_NN 40\QT_QTF ਸੈਂਟੀਮੀਟਰ\N_NN (\RD_SYM ਛਾਤੀ\N_NN ਦੀ\PSP ਉਚਾਈ\N_NN ਜਾਂ\CC_CCD 1.40\QT_QTF ਮੀਟਰ\N_NN ਧਰਤੀ\N_NN ਤੋਂ\PSP ਉੱਤੇ)\RB ਤੋਂ\PSP ਜ਼ਿਆਦਾ\RB ਹੋ\V_VM ਜਾਵੇ\V_VM_VF ।\RD_PUNC
