ID	Value
PBSPD5001	ਰਾਜਸੀ\N_NN ਆਗੂਆਂ\N_NN ਨੇ\PSP ਆਪਣੇ\PR_PRF ਫਾਇਦੇ\N_NN ਲਈ\PSP ਜਿਸ\PR_PRL ਪੌਦੇ\N_NN ਨੂੰ\PSP ਸਿੰਜਿਆ\V_VM_VF ਉਸ\PR_PRP ਵਿੱਚ\PSP ਆਪਣੇ\PR_PRF ਮਾਈ-ਬਾਪਾਂ\N_NN ਦੇ\PSP ਕੁਝ\DM_DMQ ਸੰਸਕਾਰ\N_NN ਤਾਂ\RB ਹੋਣੇ\V_VM_VF ਲਾਜ਼ਮੀ\N_NN ਹਨ\V_VAUX ।\RD_PUNC
PBSPD5002	1928\QT_QTC ਵਿੱਚ\PSP ਆਪਣੀ\PR_PRF ਪੈਦਾਇਸ਼\N_NN ਦੇ\PSP ਬਾਅਦ\RB ਤੋਂ\PSP ਹੀ\RP_RPD ਕੁਝ\DM_DMQ ਲੋਕਾਂ\N_NN ਨੇ\PSP ਸੁਆਰਥ\N_NN ਦੀ\PSP ਰਾਜਨੀਤੀ\N_NN ਵਿੱਚ\PSP ਆਪਣਾ\PR_PRF ਮੂਲ\N_NN ਰੂਪ\N_NN ਗੁਆਚਦਾ\V_VM_VF ਹੀ\RP_RPD ਜਾ\V_VM ਰਿਹਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBSPD5003	ਬੀਸੀਸੀਆਈ\N_NN ਦੀ\PSP ਸਥਾਪਨਾ\N_NN ਪਿਛਲੇ\RB ਕ੍ਰਿਕਟ\N_NN ਦੇ\PSP ਹਿੱਤਾਂ\N_NN ਦੀ\PSP ਰਾਖੀ\N_NN ਦੀ\PSP ਭਾਵਨਾ\N_NN ਸੀ\V_VAUX ।\RD_PUNC
PBSPD5004	ਜਦੋਂ\PR_PRL ਤੱਕ\PSP ਸੰਸਥਾ\N_NN ਨਾਲ\PSP ਕ੍ਰਿਕਟ\N_NN ਨੂੰ\PSP ਪਿਆਰ\N_NN ਕਰਨ\V_VM_VF ਵਾਲੇ\PSP ਲੋਕ\N_NN ਜੁੜੇ\N_NN ਰਹੇ\V_VM_VF ,\RD_PUNC ਉਦੋਂ\PR_PRL ਤੱਕ\PSP ਖੇਡ\N_NN ਦੀ\PSP ਮਾਣ-ਇੱਜ਼ਤ\N_NN ਬਣੀ\V_VM_VF ਰਹੀ\V_VM_VF ।\RD_PUNC
PBSPD5005	ਉਨ੍ਹਾਂ\DM_DMD ਨੇ\PSP ਇਸ\DM_DMD ਖੇਡ\N_NN ਸੰਘ\N_NN ਵਿੱਚ\PSP ਜਦੋਂ\PR_PRL ਤੋਂ\PSP ਰਾਜਸੀ\N_NN ਲੋਕਾਂ\N_NN ਦਾ\PSP ਦਾਖਲਾ\N_NN ਸ਼ੁਰੂ\N_NN ਹੋਇਆ\V_VM_VF ,\RD_PUNC ਉਨ੍ਹਾਂ\PR_PRP ਨੇ\PSP ਇਸ\DM_DMD ਖੇਡ\N_NN ਸੰਘ\N_NN ਨੂੰ\PSP ਗੰਦੀ\JJ ਰਾਜਨੀਤੀ\N_NN ਦਾ\PSP ਮੈਦਾਨ\N_NN ਬਣਾ\V_VM ਕੇ\V_VM_VNF ਰੱਖ\V_VM ਦਿੱਤਾ\V_VM_VF ।\RD_PUNC
PBSPD5006	ਕੁਰਸੀ\N_NN ਦੇ\PSP ਮੋਹ\N_NN ਵਿੱਚ\PSP ਚਲਾਕ\JJ ਖੇਡ\N_NN ਪ੍ਰਸ਼ਾਸਕਾਂ\N_NN ਨੇ\PSP ਆਪਣੇ\PR_PRF ਅਸਤਰ-ਸਸ਼ਤਰ\N_NN ਚਲਾਉਣੇ\V_VM_VF ਸ਼ੁਰੂ\N_NN ਕਰ\V_VM ਦਿੱਤੇ\V_VM_VF ।\RD_PUNC
PBSPD5007	ਹੌਲੀ\RB -\RD_PUNC ਹੌਲੀ\RB ਬੋਰਡ\N_NN ਦੀਆਂ\PSP ਚੋਣਾਂ\N_NN ਵਿੱਚ\PSP ਗੁੱਟਬਾਜ਼ੀ\N_NN ਤੇ\CC_CCD ਤੋੜ\N_NN -\RD_PUNC ਫੋੜ\N_NN ਦੀ\PSP ਰਾਜਨੀਤੀ\N_NN ਵੜ\N_NN ਗਈ\V_VM_VF ।\RD_PUNC
PBSPD5008	ਹਾਲਾਤ\N_NN ਇਹ\DM_DMD ਹੈ\V_VAUX ਕਿ\CC_CCS ਅੱਜ\RB ਬੀਸੀਸੀਆਈ\N_NN ਰਾਜਨੀਤੀ\N_NN ਦਾ\PSP ਇਕ\QT_QTC ਵੱਡਾ\JJ ਅਖਾੜਾ\N_NN ਬਣ\V_VM ਕੇ\V_VM_VNF ਰਹਿ\V_VM ਗਈ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBSPD5009	ਟੁੱਟੇ\JJ -\RD_PUNC ਭੱਜੇ\JJ ਸਿਆਸਤਦਾਨਾਂ\N_NN ਤੋਂ\PSP ਲੈ\V_VM ਕੇ\V_VM_VNF ਕੱਦਾਵਰ\N_NN ਰਾਜਸੀ\N_NN ਨੇਤਾ\N_NN ਤੱਕ\PSP ਕਿਸੇ\DM_DMQ ਨਾ\RP_NEG ਕਿਸੇ\DM_DMQ ਰੂਪ\N_NN ਵਿੱਚ\PSP ਆਪਣੇ\PR_PRF ਹਿੱਤਾਂ\N_NN ਦੀ\PSP ਖਾਤਰ\N_NN ਬੋਰਡ\N_NN ਨਾਲ\PSP ਜੁੜੇ\N_NN ਹੋਏ\V_VM_VF ਹਨ\V_VAUX ਤੇ\CC_CCD ਝਮੇਲਿਆਂ\N_NN ਦਾ\PSP ਸਿਲਸਿਲਾ\N_NN ਰੁਕਣ\V_VM_VF ਦਾ\PSP ਨਾਂ\N_NN ਨਹੀਂ\RP_NEG ਲੈ\V_VM ਰਿਹਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBSPD5010	ਤਾਨਾਸ਼ਾਹੀ\JJ ਅਤੇ\CC_CCD ਅੜੀਅਲ\JJ ਰਵੱਈਏ\N_NN ’\RD_PUNC ਤੇ\PSP ਅਦਾਲਤਾਂ\N_NN ਵੱਲੋਂ\PSP ਬੋਰਡ\N_NN ਦੇ\PSP ਪ੍ਰਬੰਧਕਾਂ\N_NN ਨੂੰ\PSP ਕਈ\DM_DMQ ਵਾਰ\PSP ਫਟਕਾਰ\N_NN ਪੈ\V_VM ਚੁੱਕੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
