ID	Value
PBAD9001	ਹਲਕੀਆਂ\JJ ਜ਼ਮੀਨਾਂ\N_NN ਵਿੱਚ\PSP ਲੱਗੇ\V_VM_VF ਅਲੂਚੇ\N_NN ਦੇ\PSP ਬਾਗਾਂ\N_NN ਵਿੱਚ\PSP ਬੂਟਿਆਂ\N_NN ਤੇ\N_NST ,\RD_PUNC ਗਰਮੀਆਂ\N_NN ਅਤੇ\CC_CCD ਵਰਖਾ\N_NN ਰੁੱਤ\N_NN ਵਿੱਚ\PSP ਜ਼ਿੰਕ\N_NN ਦੀ\PSP ਘਾਟ\N_NN ਦੀਆਂ\PSP ਨਿਸ਼ਾਨੀਆਂ\N_NN ਨਜ਼ਰ\N_NN ਆਉਂਦੀਆਂ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBAD9002	ਟਹਿਣੀਆਂ\N_NN ਤੇ\CC_CCD ਉਪਰਲੇ\RB ਪੱਤੇ\N_NN ਛੋਟੇ\JJ ਆਕਾਰ\N_NN ਦੇ\PSP ,\RD_PUNC ਤਿੱਖੇ\JJ ਅਤੇ\CC_CCD ਨਾੜੀਆਂ\N_NN ਵਿੱਚਕਾਰ\RB ਪੀਲੇ\JJ ਨਜ਼ਰ\N_NN ਆਉਂਦੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBAD9003	ਟਹਿਣੀ\N_NN ਦੀ\PSP ਟੀਸੀ\N_NN ਦੇ\PSP ਸਿਰਿਆਂ\N_NN ਤੇ\RB ਪੱਤੇ\N_NN ਸੰਘਣੇ\JJ ਅਤੇ\CC_CCD ਗੁੱਛੇਦਾਰ\JJ ਦਿਖਾਈ\V_VM_VF ਦਿੰਦੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBAD9004	ਜੇਕਰ\CC_CCS ਜ਼ਿੰਕ\N_NNP ਦੀ\PSP ਘਾਟ\N_NN ਬਹੁਤ\N_NN ਚਿਰ\N_NN ਰਹੇ\V_VM_VF ਤਾਂ\CC_CCD ਟਹਿਣੀਆਂ\N_NN ਦੀਆਂ\PSP ਟੀਸੀਆਂ\N_NN ਉੱਤੋਂ\N_NN ਸੁੱਕਣੀਆਂ\JJ ਸ਼ੁਰੂ\RB ਹੋ\V_VM ਜਾਂਦੀਆਂ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBAD9005	ਫ਼ਲ\N_NN ਸਖ਼ਤ\JJ ਤੇ\CC_CCD ਛੋਟੇ\JJ ਆਕਾਰ\N_NN ਦੇ\PSP ਹੁੰਦੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBAD9006	ਅਲੂਚੇ\N_NN ਦੇ\PSP 3-4\QT_QTC ਵਰ੍ਹਿਆਂ\N_NN ਦੇ\PSP ਬੂਟਿਆਂ\N_NN ਨੂੰ\PSP ਗਰਮੀਆਂ\N_NN ਵਿੱਚ\PSP ਹਰ\QT_QTF 4-5\QT_QTC ਦਿਨਾਂ\N_NN ਮਗਰੋਂ\RB ਅਤੇ\CC_CCD ਫ਼ਲ\N_NN ਲਗਦੇ\V_VM_VF ਵੱਡੀ\JJ ਉਮਰ\N_NN ਦੇ\PSP ਬੂਟਿਆਂ\N_NN ਨੂੰ\PSP 6-7\QT_QTC ਦਿਨਾਂ\N_NN ਮਗਰੋਂ\RB ਸਿੰਚਾਈ\N_NN ਕਰੋ\V_VM_VF ।\RD_PUNC
PBAD9007	ਸਿੰਚਾਈ\N_NN ਹਲਕੀ\JJ ਅਤੇ\CC_CCD ਬਰਾਬਰ\JJ ਕਰਨੀ\V_VM_VINF ਚਾਹੀਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD9008	ਜੇਕਰ\CC_CCS ਬਰਸਾਤ\N_NN ਇੱਕਸਾਰ\N_NN ਨਾ\RP_NEG ਹੋਵੇ\V_VM_VF ਜਾਂ\CC_CCD ਹਲਕੀ\JJ ਹੋਵੇ\V_VM_VF ਤਾਂ\CC_CCD ਸਤੰਬਰ\N_NNP -\RD_PUNC ਅਕਤੂਬਰ\N_NNP ਵਿੱਚ\PSP ਬੂਟਿਆਂ\N_NN ਦੀ\PSP ਉਮਰ\N_NN ਮੁਤਾਬਕ\N_NN ਹਰ\QT_QTF ਹਫ਼ਤੇ\N_NN ਸਿੰਚਾਈ\N_NN ਕਰੋ\V_VM_VF ।\RD_PUNC
PBAD9009	ਨਵੰਬਰ\N_NNP ਵਿੱਚ\PSP ਜੇਕਰ\CC_CCS ਜ਼ਮੀਨ\N_NN ਖੁਸ਼ਕ\JJ ਹੋਵੇ\V_VM_VF ਤਾਂ\CC_CCD 2-3\QT_QTC ਸਿੰਚਾਈਆਂ\N_NN ਕਰਨੀਆਂ\V_VM_VF ਚਾਹੀਦੀਆਂ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBAD9010	ਦਸੰਬਰ\N_NNP ਜਨਵਰੀ\N_NNP ਵਿੱਚ\PSP ਬੂਟੇ\N_NN ਪੱਤੇ\N_NN ਝਾੜ\N_NN ਕੇ\PSP ਨੀਂਦਰ\N_NN ਅਵਸਥਾ\N_NN ਵਿੱਚ\PSP ਹੁੰਦੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
