ID	Value
PBAD7001	ਚੰਗੇ\JJ ਜੰਮ\N_NN ਲਈ\PSP ਖੇਤ\N_NN ਨੂੰ\PSP ਚੰਗੀ\JJ ਤਰ੍ਹਾਂ\RB ਤਿਆਰ\N_NN ਕਰਨਾ\V_VM_VINF ਜ਼ਰੂਰੀ\JJ ਹੈ\V_VAUX ।\RD_PUNC
PBAD7002	ਇਹ\DM_DMD ਦੇਸੀ\JJ ਕਪਾਹ\N_NN ਦੀ\PSP ਦੋਗਲੀ\N_NN ਕਿਸਮ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBAD7003	ਕਪਾਹ\N_NN ਪੰਜਾਬ\N_NNP ਵਿੱਚ\PSP ਸਾਉਣੀ\JJ ਦੀ\PSP ਇਕ\QT_QTC ਮਹੱਤਵਪੂਰਨ\JJ ਫ਼ਸਲ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBAD7004	ਨਰਮੇਂ\N_NN ਦੀਆਂ\PSP ਅਗੇਤੀਆਂ\RB ਖਿੱੜਨ\N_NN ਵਾਲੀਆਂ\PSP ਅਤੇ\CC_CCD ਪੱਤਾ\N_NN ਮਰੋੜ\N_NN ਬਿਮਾਰੀ\N_NN ਤੋਂ\PSP ਰਹਿਤ\N_NN ਸਿਫਾਰਿਸ਼\N_NN ਕੀਤੀਆਂ\V_VM_VNF ਕਿਸਮਾਂ\N_NN ਹੀ\RP_RPD ਬੀਜੋ\V_VM_VF ।\RD_PUNC
PBAD7005	ਬਿਜਾਈ\N_NN ਹਰ\JJ ਹਾਲਤ\N_NN ਵਿੱਚ\PSP ਅਪ੍ਰੈਲ\N_NN ਵਿੱਚ\PSP ਕਰ\V_VM ਦਿਓ\V_VM_VF ।\RD_PUNC
PBAD7006	ਬਾਗਾਂ\N_NN ਵਿੱਚ\PSP ਨਰਮਾਂ\N_NN ਨਾ\RP_NEG ਬੀਜੋ\V_VM_VF ।\RD_PUNC
PBAD7007	ਜ਼ਹਿਰਾਂ\N_NN ਦੇ\PSP ਮਿਸ਼ਰਣ\N_NN (\RD_PUNC ਆਪ\PR_PRF ਬਣਾਕੇ\V_VM_VNF ਜਾਂ\CC_CCD ਬਣੇ\V_VM_VF ਬਣਾਏ\V_VM_VF )\RD_PUNC ਵਰਤਣ\V_VM_VF ਤੋਂ\PSP ਸੰਕੋਚ\N_NN ਕਰੋ\V_VM_VF ।\RD_PUNC
PBAD7008	ਕਪਾਹ\N_NN ਚੁਗਣ\V_VM_VF ਦੇ\PSP ਦਿਨਾਂ\N_NN ਵਿੱਚ\PSP ,\RD_PUNC ਅਰਥਾਤ\N_NN ਸਤੰਬਰ\N_NN ਤੋਂ\PSP ਨਵੰਬਰ\N_NN ਤੱਕ\PSP ਚਮਕਦੀ\JJ ਧੁੱਪ\N_NN ਜਰੂਰੀ\JJ ਹੈ\V_VAUX ,\RD_PUNC ਤਾਂ\RP_RPD ਕਿ\CC_CCS ਕਪਾਹ\N_NN ਦੀ\PSP ਕੁਆਲਿਟੀ\N_NN ਚੰਗੀ\JJ ਹੋਵੇ\V_VM_VF ।\RD_PUNC
PBAD7009	ਕਪਾਹ\N_NN ਦੀ\PSP ਕਾਸ਼ਤ\N_NN ਕਲਰਾਠੀਆਂ\JJ ਸੇਮ\JJ ਵਾਲੀਆਂ\PSP ਤੇ\CC_CCD ਰੇਤਲੀਆਂ\JJ ਜ਼ਮੀਨਾਂ\N_NN ਵਿੱਚ\PSP ਕੀਤੀ\V_VM_VF ਜਾ\V_VM ਸਕਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD7010	ਅੰਕੁਰ\N_NN 651\QT_QTC :\RD_PUNC ਇਹ\DM_DMD ਪੱਤਾ\N_NN ਮਰੋੜ\N_NN ਬਿਮਾਰੀ\N_NN ਤੋਂ\PSP ਰਹਿਤ\RB ਅਤੇ\CC_CCD ਤੇਲੇ\N_NN ਨੂੰ\PSP ਸਹਿਣ\V_VM_VF ਦੀ\PSP ਸ਼ਕਤੀ\N_NN ਰੱਖਣ\V_VM_VF ਵਾਲੀ\PSP ਨਰਮੇ\N_NN ਦੀ\PSP ਦੋਗਲੀ\JJ ਕਿਸਮ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBAD7011	ਵਾਈਟਗੋਲਡ\N_NN :\RD_PUNC ਇਸ\DM_DMD ਦੇ\PSP ਪੱਤੇ\N_NN ਗੂੜ੍ਹੇ\JJ ਹਰੇ\JJ ਰੰਗ\N_NN ਦੇ\PSP ਅਤੇ\CC_CCD ਚੌੜੇ\JJ ਕਟਾਵਾਂ\JJ ਵਾਲੇ\PSP ਹੁੰਦੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBAD7012	ਐਲ\N_NN ਐਚ\N_NN ਐਚ\N_NN 144\QT_QTC :\RD_PUNC ਇਹ\DM_DMD ਪੱਤਾ\N_NN ਮਰੋੜ\N_NN ਬਿਮਾਰੀ\N_NN ਨੂੰ\PSP ਸਹਿਣ-ਸ਼ਕਤੀ\N_NN ਰੱਖਣ\V_VM_VF ਵਾਲੀ\PSP ਨਰਮੇ\N_NN ਦੀ\PSP ਦੋਗਲੀ\JJ ਕਿਸਮ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBAD7013	ਐਲ\N_NN ਐਚ\N_NN ਐਚ\N_NN 144\QT_QTC :\RD_PUNC ਇਸਨੂੰ\DM_DMD 3\QT_QTC ਤੋਂ\PSP 4\QT_QTC ਮੋਟੀਆਂ\JJ ਟਹਿਣੀਆਂ\N_NN ਅਤੇ\CC_CCD 20\QT_QTC ਤੋਂ\PSP 25\QT_QTC ਫਲਦਾਰ\JJ ਟਹਿਣੀਆਂ\N_NN ਲੱਗਦੀਆਂ\V_VM_VNF ਹਨ\V_VAUX ।\RD_PUNC
PBAD7014	ਐਚ\N_NN 1861\QT_QTC :\RD_PUNC ਇਹ\DM_DMD ਨਰਮੇ\N_NN ਦੀ\PSP ਪੱਤਾ\N_NN ਮਰੋੜ\N_NN ਬਿਮਾਰੀ\N_NN ਨੂੰ\PSP ਸਹਿਣ\V_VM_VF ਸ਼ਕਤੀ\N_NN ਰੱਖਣ\V_VM_VF ਵਾਲੀ\PSP ਕਿਸਮ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBAD7015	ਐਫ਼\N_NN 1861\QT_QTC :\RD_PUNC ਇਸ\DM_DMD ਕਿਸਮ\N_NN ਦੇ\PSP ਪੱਤੇ\N_NN ,\RD_PUNC ਗੂੜੇ\JJ ਹਰੇ\JJ ਰੰਗ\N_NN ਦੇ\PSP ,\RD_PUNC ਚੌੜੇ\JJ ਅਤੇ\CC_CCD ਕੋਨੇ\JJ ਕੁਝ\DM_DMQ ਉਭਰੇ\V_VM_VF ਹੋਏ\V_VM_VF ਹੁੰਦੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBAD7016	ਐਫ਼\N_NN 1861\QT_QTC :\RD_PUNC ਇਹ\DM_DMD ਕਿਸਮ\N_NN 30\QT_QTC ਕਾਊਂਟ\N_NN ਤੱਕ\PSP ਕੱਤਣ\V_VM_VF ਲਈ\PSP ਢੁਕਵੀਂ\JJ ਹੈ\V_VAUX ।\RD_PUNC
PBAD7017	ਐਫ਼\N_NN 1378\QT_QTC :\RD_PUNC ਇਹ\DM_DMD ਵਧੇਰੇ\JJ ਝਾੜ\N_NN ਦੇਣ\V_VM_VF ਵਾਲੀ\PSP ਕਿਸਮ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBAD7018	ਐਫ਼\N_NN 1378\QT_QTC :\RD_PUNC ਇਸ\DM_DMD ਦੇ\PSP ਪੌਦੇ\N_NN ਦੇ\PSP ਮੁਢੋਂ\RB ਦੋ\QT_QTC ਮੁੱਖ\JJ ਸ਼ਖਾਵਾਂ\N_NN ਨਿਕਲਦੀਆਂ\V_VM_VNF ਹਨ\V_VAUX ,\RD_PUNC ਜਿਨ੍ਹਾਂ\PR_PRL ਉੱਤੇ\PSP 19\QT_QTC -\RD_PUNC 20\QT_QTC ਟਾਹਣੀਆਂ\N_NN ਨੂੰ\PSP ਫਲ\N_NN ਪੈਂਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD7019	ਐਫ਼\N_NN 1378\QT_QTC :\RD_PUNC ਇਹ\DM_DMD ਕਿਸਮ\N_NN ਪੱਕਣ\V_VM_VNF ਲਈ\PSP 180\QT_QTC ਦਿਨ\N_NN ਲੈਂਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD7020	ਐਫ਼\N_NN 846\QT_QTC :\RD_PUNC ਇਹ\DM_DMD ਅਰਧ\QT_QTC ਫੈਲਵੀਂ\JJ ਅਤੇ\CC_CCD ਵਧੇਰੇ\JJ ਝਾੜ\N_NN ਦੇਣ\V_VM_VF ਵਾਲੀ\PSP ਕਿਸਮ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBAD7021	ਇਸ\DM_DMD ਕਿਸਮ\N_NN ਦੇ\PSP ਪੱਤੇ\N_NN ਹਰੇ\JJ ਰੰਗ\N_NN ਦੇ\PSP ਚੌੜੇ\JJ ਅਤੇ\CC_CCD ਟੀਂਡੇ\N_NN ਵੱਡੇ\JJ ਆਕਾਰ\N_NN ਦੇ\PSP ਗੋਲ\JJ ਹੁੰਦੇ\V_VM_VF ਹਨ\V_VAUX ਜੋ\PR_PRL ਕਾਫੀ\JJ ਫੁੱਲਵੇਂ\JJ ਹੁੰਦੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBAD7022	ਐਲ\N_NN ਐਚ\N_NN 1556\QT_QTC :\RD_PUNC ਇਹ\DM_DMD ਨਰਮੇ\N_NN ਦੀ\PSP ਅਗੇਤੀ\RB ਅਤੇ\CC_CCD ਥੋੜੇ\JJ ਸਮੇਂ\N_NN ਵਿੱਚ\PSP ਪੱਕਣ\V_VM_VF ਵਾਲੀ\PSP ਕਿਸਮ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBAD7023	ਇਸ\DM_DMD ਦੇ\PSP ਉਪਰ\JJ 1\QT_QTC -\RD_PUNC 2\QT_QTC ਪਤਰਾਲੀ\JJ ਤੇ\CC_CCD 18\QT_QTC ਤੋਂ\PSP 20\QT_QTC ਫਲਦਾਰ\JJ ਟਾਹਣੀਆਂ\N_NN ਹੁੰਦੀਆਂ\V_VM_VNF ਹਨ\V_VAUX ।\RD_PUNC
PBAD7024	ਮੋਤੀ\N_NN :\RD_PUNC ਇਹ\DM_DMD ਦੇਸੀ\JJ ਕਪਾਹ\N_NN ਦੀ\PSP ਦੋਗਲੀ\JJ ਕਿਸਮ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBAD7025	ਮੋਤੀ\N_NN :\RD_PUNC ਇਹ\DM_DMD ਕਿਸਮ\N_NN ਤਕਰੀਬਨ\RB 165\QT_QTC ਦਿਨਾਂ\N_NN ਵਿੱਚ\PSP ਖੇਤ\N_NN ਖਾਲੀ\JJ ਕਰ\V_VM ਦਿੰਦੀ\V_VM_VF ਹੈ\V_VAUX ,\RD_PUNC ਜਿਸ\PR_PRL ਸਦਕਾ\N_NN ਕਣਕ\N_NN ਵੀ\RP_RPD ਸਮੇਂ\N_NN ਸਿਰ\PSP ਬੀਜੀ\V_VM_VF ਜਾ\N_NNP ਸਕਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD7026	ਐਲ\N_NN ਡੀ\N_NN 694\QT_QTC :\RD_PUNC ਇਸ\DM_DMD ਦੇ\PSP ਪੱਤੇ\N_NN ਡੂੰਘੇ\JJ ਕਟਾਵਾਂ\N_NN ਵਾਲੇ\PSP ,\RD_PUNC ਫੁੱਲ\N_NN ਗੁਲਾਬੀ\JJ ਅਤੇ\CC_CCD ਫੁੱਲਾਂ\N_NN ਦੀਆਂ\PSP ਪੱਤੀਆਂ\N_NN ਦੇ\PSP ਅੰਦਰ\RB ਲਾਲ\JJ ਰੰਗ\N_NN ਦਾ\PSP ਨਿਸ਼ਾਨ\N_NN ਹੁੰਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD7027	ਇਹ\DM_DMD ਕਿਸਮ\N_NN ਤਕਰੀਬਨ\RB 170\QT_QTC ਦਿਨਾਂ\N_NN ਵਿਚ\PSP ਖੇਤ\N_NN ਖਾਲੀ\JJ ਕਰ\V_VM ਦਿੰਦੀ\V_VM_VF ਹੈ\V_VAUX ਅਤੇ\CC_CCD ਦੇਸੀ\JJ ਕਪਾਹ\N_NN ਦੀਆਂ\PSP ਦੂਜੀਆਂ\QT_QTO ਸਿਫਾਰਸ਼\N_NN ਕੀਤੀਆਂ\V_VM_VNF ਕਿਸਮਾਂ\N_NN ਦੇ\PSP ਮੁਕਾਬਲੇ\N_NN ਇਸ\PR_PRP ਦਾ\PSP ਖਿੜਾਅ\V_VM_VF ਜ਼ਿਆਦਾ\JJ ਇਕਸਾਰ\RB ਹੈ\V_VAUX ।\RD_PUNC
PBAD7028	ਐਲ\N_NN ਡੀ\N_NN 327\QT_QTC :\RD_PUNC ਇਹ\DM_DMD ਵਧੇਰੇ\JJ ਝਾੜ\N_NN ਅਤੇ\CC_CCD ਵਧੇਰੇ\JJ ਰੂੰ\N_NN ਦੇਣ\V_VM_VF ਵਾਲੀ\PSP ਨਵੀਂ\JJ ਕਿਸਮ\N_NN ਹੈ\V_VAUX ।\RD_PUNC
PBAD7029	ਟੀਂਡਿਆਂ\N_NN ਦਾ\PSP ਖਿੜਾਅ\V_VM_VF ਚੰਗਾ\JJ ਹੋਣ\V_VM_VF ਕਰਕੇ\V_VM_VNF ਕਪਾਹ\N_NN ਚੁਗਣੀ\V_VM_VF ਸੌਖੀ\JJ ਹੁੰਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD7030	ਇਹ\DM_DMD ਕਿਸਮ\N_NN ਆਮ\JJ ਕਿਸਮਾਂ\N_NN ਦੇ\PSP ਮੁਕਾਬਲੇ\N_NN ਵਿੱਚ\PSP ਪੱਤੇ\N_NN ਕੁਮਲਾਉਣ\V_VM_VF ਦੇ\PSP (\RD_SYM ਸੋਕਾ\N_NN )\RD_SYM ਰੋਗ\N_NN ਦਾ\PSP ਟਾਕਰਾ\N_NN ਕਰਨ\V_VM_VF ਦੀ\PSP ਵਧੇਰੇ\JJ ਸਮਰੱਥਾ\N_NN ਰੱਖਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD7031	ਜ਼ਮੀਨ\N_NN ਦੀ\PSP ਤਿਆਰੀ\N_NN :\RD_PUNC ਚੰਗੇ\JJ ਜੰਮ\N_NN ਲਈ\PSP ਖੇਤ\N_NN ਨੂੰ\PSP ਚੰਗੀ\JJ ਤਰ੍ਹਾਂ\RB ਤਿਆਰ\N_NN ਕਰਨਾ\V_VM_VINF ਜ਼ਰੂਰੀ\JJ ਹੈ\V_VAUX ।\RD_PUNC
PBAD7032	ਬੀਜ\N_NN ਦੀ\PSP ਸੋਧ\N_NN :\RD_PUNC ਲੂੰ\N_NN ਵਾਲੇ\PSP ਬੀਜ\N_NN ਨੂੰ\PSP ਬਰੀਕ\JJ ਮਿੱਟੀ\N_NN ,\RD_PUNC ਗੋਹੇ\N_NN ਜਾਂ\CC_CCD ਸੁਆਹ\N_NN ਵਿਚ\PSP ਮਲ\V_VM ਲਓ\V_VM_VF ਤਾਂ\RP_RPD ਕਿ\CC_CCS ਬੀਜ\N_NN ਇੱਕਲਾ\JJ ਨਿਖੜ\N_NN ਜਾਵੇ\V_VM_VF ਅਤੇ\CC_CCD ਇਕਸਾਰ\RB ਬੀਜਿਆ\V_VM_VF ਜਾਵੇ\V_VM_VF ।\RD_PUNC
PBAD7033	ਬਿਜਾਈ\N_NN ਦਾ\PSP ਸਮਾਂ\N_NN :\RD_PUNC ਸਾਰਾ\DM_DMQ ਅਪ੍ਰੈਲ\N_NN ।\RD_PUNC
PBAD7034	ਬਿਜਾਈ\N_NN ਤੇ\CC_CCD ਫ਼ਾਸਲਾ\N_NN :\RD_PUNC ਇਸ\DM_DMD ਦੀ\PSP ਬਿਜਾਈ\N_NN 67.5\QT_QTC ਸੈਂਟੀਮੀਟਰ\N_NN ਦੂਰੀ\N_NN ਦੀਆਂ\PSP ਕਤਾਰਾਂ\N_NN ਵਿੱਚ\PSP ਕਪਾਹ\N_NN ਬੀਜਣ\V_VM_VF ਵਾਲੀ\PSP ਡਰਿਲ\N_NN ਨਾਲ\PSP ਕਰੋ\V_VM_VF ।\RD_PUNC
PBAD7035	ਕਪਾਹ\N_NN ਬੀਜਣ\V_VM_VF ਵਾਲੀ\PSP ਮਸ਼ੀਨ\N_NN ਨਾਲ\PSP ਵੱਟਾਂ\N_NN ਉਪਰ\PSP ਬਿਜਾਈ\N_NN ਕੀਤੀ\V_VM_VF ਜਾ\V_VM ਸਕਦੀ\V_VM_VF ਹੈ\V_VAUX ਅਤੇ\CC_CCD ਖੇਲਾਂ\N_NN ਰਾਹੀਂ\RB ਪਾਣੀ\N_NN ਦਿੱਤਾ\V_VM_VF ਜਾ\V_VM ਸਕਦਾ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
PBAD7036	ਨਦੀਨਾਂ\N_NN ਦੀ\PSP ਰੋਕਥਾਮ\N_NN :\RD_PUNC ਟਰੈਕਟਰ\N_NN ਨਾਲ\PSP ਚੱਲਣ\V_VM_VF ਵਾਲੇ\PSP ਟਿੱਲਰ\N_NN ਜਾਂ\CC_CCD ਬਲਦਾਂ\N_NN ਨਾਲ\PSP ਚੱਲਣ\V_VM_VF ਵਾਲੀ\PSP ਤ੍ਰਿਫਾਲੀ\N_NN ਦੀ\PSP ਵਰਤੋਂ\N_NN ਵੀ\RP_RPD ਛੋਟੀ\JJ ਫ਼ਸਲ\N_NN ਵਿੱਚ\PSP ਕੀਤੀ\V_VM_VF ਜਾ\V_VM ਸਕਦੀ\V_VM_VF ਹੈ\V_VAUX ।\RD_PUNC
