ID	Value
PBAD3001	ਗੁਆਰਾ\N_NN ਇੱਕ\QT_QTC ਬਹੁਤ\N_NN ਹੀ\RP_RPD ਮਹੱਤਵਪੂਰਨ\JJ ਫ਼ਲੀਦਾਰ\JJ ਫ਼ਸਲ\N_NN ਹੈ\V_VAUX |\RD_PUNC
PBAD3002	ਗੁਆਰਾ\N_NN ਔੜ\N_NN ਨੂੰ\PSP ਸਹਾਰਨ\N_NN ਅਤੇ\CC_CCD ਜ਼ਮੀਨ\N_NN ਦੀ\PSP ਉਪਜਾਊ\N_NN ਸ਼ਕਤੀ\N_NN ਵਧਾਉਣ\V_VM_VNF ਵਿਚ\PSP ਬੜੀ\JJ ਪ੍ਰਸਿਧ\N_NN ਹੈ\V_VAUX |\RD_PUNC
PBAD3003	ਗੁਆਰੇ\N_NN ਦੇ\PSP ਦਾਣੇ\N_NN ਪਸੂਆਂ\N_NN ਦੀ\PSP ਚੰਗੀ\JJ ਆਹਾਰ\N_NN ਵਾਲੀ\PSP ਖੁਰਾਕ\N_NN ਅਤੇ\CC_CCD ਗੂੰਦ\N_NN ਕੱਢਣ\V_VM_VNF ਲਈ\PSP ਵਰਤੇ\PSP ਜਾਂਦੇ\V_VM_VF ਹਨ\V_VAUX ।\RD_PUNC
PBAD3004	ਉਹ\PR_PRP ਪਸੂਆਂ\N_NN ਦੀ\PSP ਪ੍ਰੋਟੀਨ\N_NN ਭਰਭੂਰ\JJ ਖੁਰਾਕ\N_NN ਹੈ\V_VAUX |\RD_PUNC
PBAD3005	ਗੁਆਰਾ\N_NN ਹਰ\QT_QTF ਪ੍ਰਕਾਰ\N_NN ਦੀ\PSP ਜ਼ਮੀਨ\N_NN ਵਿੱਚ\N_NN ਚੰਗਾ\JJ ਹੁੰਦਾ\V_VM_VF ਹੈ\V_VAUX |\RD_PUNC
PBAD3006	ਇਸ\N_NN ਕਿਸਮ\N_NN ਦੇ\PSP ਪੌਦੇ\N_NN ਸਿੱਧੇ\N_NN ਵਾਲਾਂ\N_NN ਵਾਲੇ\PSP ਟਹਿਣੀਆਂ\N_NN ਤੋਂ\PSP ਬਿਨਾਂ\RP_NEG ,\RD_PUNC ਦਰਮਿਆਨੇ\N_NN ਕੱਦ\N_NN ਦੇ\PSP ,\RD_PUNC ਤਕਰੀਬਨ\RB ਡੇਢ\QT_QTC ਮੀਟਰ\N_NN ਉੱਚੇ\JJ ਹੁੰਦੇ\V_VM_VF ਹਨ\V_VAUX |\RD_PUNC
PBAD3007	ਇਸ\DM_DMD ਦੀ\PSP ਕਾਸ਼ਤ\N_NN ਬਰਾਨੀ\N_NN ਹਾਲਤ\N_NN ਵਿਚ\PSP ਸਾਰੇ\QT_QTF ਪ੍ਰਾਂਤਾ\N_NN ਵਿਚ\PSP ਕੀਤੀ\V_VM_VF ਜਾ\V_VM ਸਕਦੀ\V_VM_VF ਹੈ\V_VAUX |\RD_PUNC
PBAD3008	ਇਸ\DM_DMD ਨੂੰ\PSP ਗੁਆਰਾ\N_NN ਝੁਲਸ\N_NN ਰੋਗ\N_NN ਅਤੇ\CC_CCD ਤਣਾ\N_NN ਟੁੱਟਣ\V_VM_VNF ਦਾ\PSP ਰੋਗ\N_NN ਨਹੀਂ\RP_NEG ਲੱਗਦਾ\V_VM_VF |\RD_PUNC
PBAD3009	ਇਸ\DM_DMD ਨੂੰ\PSP ਬਹੁਤ\N_NN ਵਾਹੀ\N_NN ਦੀ\PSP ਲੋੜ\N_NN ਨਹੀਂ\RP_NEG ,\RD_PUNC 1-2\QT_QTC ਵਾਹੀਆਂ\N_NN ਅਤੇ\CC_CCD ਸੁਹਾਗੇ\N_NN ਹੀ\RP_RPD ਕਾਫੀ\QT_QTF ਹਨ\V_VAUX |\RD_PUNC
PBAD3010	8-10\QT_QTC ਕਿਲੋ\N_NN ਬੀਜ\N_NN ਪ੍ਰਤੀ\N_NN ਏਕੜ\N_NN ਵਰਤੋ\V_VM_VF |\RD_PUNC
